Élisabeth	O	O	-
Seton	O	O	-
Il	O	O	-
y	O	O	-
a	O	O	-
déjà	O	O	-
quatre	O	O	-
-	O	O	-
vingts	O	O	-
ans	O	O	-
que	O	O	-
Madame	O	O	-
Seton	O	O	-
s'	O	O	-
est	O	O	-
éteinte	O	O	-
à	O	O	-
Emmetsburg	O	O	-
,	O	O	-
mais	O	O	-
,	O	O	-
loin	O	O	-
de	O	O	-
plonger	O	O	-
dans	O	O	-
l'	O	O	-
ombre	O	O	-
,	O	O	-
sa	O	O	-
mémoire	O	O	-
grandit	O	O	-
.	O	O	-
D'	O	O	-
après	O	O	-
quelques	O	O	-
journaux	O	O	-
,	O	O	-
les	O	O	-
évêques	O	O	-
des	O	O	-
États	O	O	-
-	O	O	-
Unis	O	O	-
songeraient	O	O	-
à	O	O	-
demander	O	O	-
la	O	O	-
canonisation	O	O	-
de	O	O	-
cette	O	O	-
illustre	O	O	-
convertie	O	O	-
.	O	O	-
On	O	O	-
a	O	O	-
même	O	O	-
annoncé	O	O	-
que	O	O	-
le	O	O	-
président	O	O	-
de	O	O	-
l'	O	O	-
Université	O	O	-
de	O	O	-
Niagara	O	O	-
était	O	O	-
chargé	O	O	-
de	O	O	-
recueillir	O	O	-
les	O	O	-
preuves	O	O	-
de	O	O	-
l'	O	O	-
héroïcité	O	O	-
de	O	O	-
ses	O	O	-
vertus	O	O	-
.	O	O	-
Quoi	O	O	-
qu'	O	O	-
il	O	O	-
en	O	O	-
soit	O	O	-
,	O	O	-
Élisabeth	O	O	-
Seton	O	O	-
est	O	O	-
l'	O	O	-
une	O	O	-
des	O	O	-
gloires	O	O	-
de	O	O	-
l'	O	O	-
Amérique	O	O	-
et	O	O	-
son	O	O	-
histoire	O	O	-
offre	O	O	-
un	O	O	-
grand	O	O	-
intérêt	O	O	-
.	O	O	-
Cette	O	O	-
femme	O	O	-
comblée	O	O	-
de	O	O	-
tous	O	O	-
les	O	O	-
dons	O	O	-
a	O	O	-
éprouvé	O	O	-
toutes	O	O	-
les	O	O	-
vicissitudes	O	O	-
humaines	O	O	-
;	O	O	-
elle	O	O	-
a	O	O	-
connu	O	O	-
les	O	O	-
ardentes	O	O	-
tendresses	O	O	-
,	O	O	-
les	O	O	-
joies	O	O	-
qui	O	O	-
transportent	O	O	-
et	O	O	-
aussi	O	O	-
toutes	O	O	-
les	O	O	-
angoisses	O	O	-
,	O	O	-
tous	O	O	-
les	O	O	-
déchirements	O	O	-
de	O	O	-
la	O	O	-
douleur	O	O	-
