Adèle	O	O	O	O	
Bourgeois	O	O	O	O	

Némoville	O	O	O	O	
Beauregard,	O	O	O	O	
1917	O	O	O	O	
(pp.	O	O	O	O	
9-13).	O	O	O	O	

Chapitre	O	O	O	O	
I.	O	O	O	O	

L'Abbé	O	O	O	O	
Bernard	O	O	O	O	

On	O	O	O	O	
était	O	O	O	O	
au	O	O	O	O	
vingt-quatre	O	O	O	O	
octobre	O	O	O	O	
1875,	O	O	O	O	
à	O	O	O	O	
huit	O	O	O	O	
heures	O	O	O	O	
du	O	O	O	O	
soir.	O	O	O	O	
La	O	O	O	O	
soirée	O	O	O	O	
était	O	O	O	O	
magnifique,	O	O	O	O	
quoiqu'un	O	O	O	O	
peu	O	O	O	O	
fraîche.	O	O	O	O	

Dans	O	O	O	O	
les	O	B-FAC	O	O	
allées	O	I-FAC	O	O	
d'un	B-FAC	I-FAC	O	O	
jardin,	I-FAC	I-FAC	O	O	
qui	O	O	O	O	
contenait	O	O	O	O	
encore	O	O	O	O	
quelques	O	O	O	O	
fleurs	O	O	O	O	
tardives,	O	O	O	O	
un	B-PER	O	O	O	
prêtre	I-PER	O	O	O	
se	I-PER	O	O	O	
promenait	O	O	O	O	
en	O	O	O	O	
récitant	O	O	O	O	
dévotement	O	O	O	O	
son	O	O	O	O	
rosaire.	O	O	O	O	
Ce	B-PER	O	O	O	
prêtre	I-PER	O	O	O	
pouvait	I-PER	O	O	O	
avoir	O	O	O	O	
quarante	O	O	O	O	
ans,	O	O	O	O	
ou	O	O	O	O	
quarante-cinq,	O	O	O	O	
peut-être.	O	O	O	O	
Sa	O	O	O	O	
figure	O	O	O	O	
intelligente	O	O	O	O	
et	O	O	O	O	
belle,	O	O	O	O	
était	O	O	O	O	
jeune	O	O	O	O	
encore,	O	O	O	O	
quoique	O	O	O	O	
des	O	O	O	O	
cheveux	O	O	O	O	
blancs	O	O	O	O	
se	O	O	O	O	
mêlassent	O	O	O	O	
à	O	O	O	O	
ses	O	O	O	O	
cheveux	O	O	O	O	
blonds.	O	O	O	O	
Ce	B-PER	O	O	O	
prêtre	I-PER	O	O	O	
c'était	I-PER	O	O	O	
l'abbé	B-PER	O	O	O	
Bernard.	I-PER	O	O	O	
Sa	O	O	O	O	
santé	O	O	O	O	
chancelante	O	O	O	O	
ne	O	O	O	O	
lui	O	O	O	O	
permettait	O	O	O	O	
pas	O	O	O	O	
d'exercer	O	O	O	O	
le	O	O	O	O	
saint	O	O	O	O	
ministère,	O	O	O	O	
et	O	O	O	O	
il	O	O	O	O	
était	O	O	O	O	
en	O	O	O	O	
visite	O	O	O	O	
chez	O	O	O	O	
un	O	B-PER	O	O	
curé	O	I-PER	O	O	
de	O	I-PER	O	O	
ses	B-PER	I-PER	O	O	
amis.	I-PER	I-PER	O	O	
Sans	O	O	O	O	
doute	O	O	O	O	
l'abbé	B-PER	O	O	O	
Bernard	I-PER	O	O	O	
était	I-PER	O	O	O	
toujours	O	O	O	O	
prêt	O	O	O	O	
à	O	O	O	O	
accourir	O	O	O	O	
au	O	O	O	O	
chevet	O	O	O	O	
d'un	O	O	O	O	
mourant	O	O	O	O	
et,	O	O	O	O	
quoiqu'il	O	O	O	O	
fût	O	O	O	O	
au	O	O	O	O	
repos	O	O	O	O	
complet,	O	O	O	O	
il	O	O	O	O	
ne	O	O	O	O	
se	O	O	O	O	
laissait	O	O	O	O	
pas	O	O	O	O	
aller	O	O	O	O	
à	O	O	O	O	
l'inaction.	O	O	O	O	

Le	B-FAC	O	O	O	
jardin	I-FAC	O	O	O	
où	I-FAC	O	O	O	
l'abbé	B-PER	O	O	O	
Bernard	I-PER	O	O	O	
se	I-PER	O	O	O	
promenait,	O	O	O	O	
en	O	O	O	O	
ce	O	O	O	O	
soir	O	O	O	O	
d'octobre,	O	O	O	O	
appartenait	O	O	O	O	
au	B-FAC	O	O	O	
presbytère,	I-FAC	O	O	O	
et	O	O	O	O	
il	O	O	O	O	
était	O	O	O	O	
situé	O	O	O	O	
sur	O	O	O	O	
le	O	B-LOC	O	O	
bord	O	I-LOC	O	O	
de	O	I-LOC	O	O	
l'Océan.	B-LOC	I-LOC	O	O	
Les	O	B-LOC	O	O	
flots	O	I-LOC	O	O	
de	O	I-LOC	O	O	
l'Atlantique	B-LOC	I-LOC	O	O	
venaient	I-LOC	I-LOC	O	O	
battre	O	O	O	O	
aux	O	B-FAC	O	O	
confins	O	I-FAC	O	O	
mêmes	O	I-FAC	O	O	
du	B-FAC	I-FAC	O	O	
jardin.	I-FAC	I-FAC	O	O	
L'abbé	B-PER	O	O	O	
aimait	I-PER	O	O	O	
à	O	O	O	O	
contempler	O	O	O	O	
l'immensité,	O	O	O	O	
qui	O	O	O	O	
le	O	O	O	O	
portait	O	O	O	O	
à	O	O	O	O	
méditer	O	O	O	O	
sur	O	O	O	O	
la	O	O	O	O	
grandeur	O	O	O	O	
et	O	O	O	O	
la	O	O	O	O	
puissance	O	O	O	O	
du	B-NO_PER	O	O	O	
Créateur.	I-NO_PER	O	O	O	
Rien,	O	O	O	O	
pour	O	O	O	O	
lui,	O	O	O	O	
n'était	O	O	O	O	
plus	O	O	O	O	
impressionnant	O	O	O	O	
que	O	O	O	O	
l'Océan,	B-LOC	O	O	O	
car	O	O	O	O	
rien,	O	O	O	O	
selon	O	O	O	O	
lui,	O	O	O	O	
ne	O	O	O	O	
parlait	O	O	O	O	
plus	O	O	O	O	
hautement	O	O	O	O	
de	O	O	O	O	
Dieu.	B-NO_PER	O	O	O	
La	B-LOC	O	O	O	
mer	I-LOC	O	O	O	
avait	I-LOC	O	O	O	
toujours	O	O	O	O	
eu	O	O	O	O	
un	O	O	O	O	
puissant	O	O	O	O	
attrait	O	O	O	O	
pour	O	O	O	O	
l'abbé	B-PER	O	O	O	
Bernard	I-PER	O	O	O	
:	I-PER	O	O	O	
s'il	O	O	O	O	
ne	O	O	O	O	
s'était	O	O	O	O	
pas	O	O	O	O	
consacré	O	O	O	O	
au	O	O	O	O	
sacerdoce,	O	O	O	O	
il	O	O	O	O	
n'aurait	O	O	O	O	
pas	O	O	O	O	
choisi	O	O	O	O	
d'autre	O	O	O	O	
métier	O	O	O	O	
que	O	O	O	O	
celui	O	O	O	O	
de	O	O	O	O	
marin,	O	O	O	O	
se	O	O	O	O	
disait-il,	O	O	O	O	
parfois	O	O	O	O	
…	O	O	O	O	
Mais	O	O	O	O	
la	O	O	O	O	
voix	O	O	O	O	
de	O	O	O	O	
Dieu	B-NO_PER	O	O	O	
s'était	I-NO_PER	O	O	O	
fait	O	O	O	O	
entendre,	O	O	O	O	
il	O	O	O	O	
n'y	O	O	O	O	
avait	O	O	O	O	
pas	O	O	O	O	
résisté.	O	O	O	O	

L'abbé	B-PER	O	O	O	
Bernard,	I-PER	O	O	O	
un	O	O	O	O	
peu	O	O	O	O	
fatigué	O	O	O	O	
de	O	O	O	O	
sa	O	O	O	O	
promenade,	O	O	O	O	
s'assit	O	O	O	O	
sur	O	O	O	O	
un	O	O	O	O	
banc	O	O	O	O	
du	B-FAC	O	O	O	
jardin,	I-FAC	O	O	O	
dans	O	O	O	O	
l'attitude	O	O	O	O	
d'une	O	O	O	O	
profonde	O	O	O	O	
méditation.	O	O	O	O	
Les	B-LOC	O	O	O	
flots	I-LOC	O	O	O	
venaient	I-LOC	O	O	O	
mourir	O	O	O	O	
à	O	O	O	O	
ses	O	O	O	O	
pieds,	O	O	O	O	
et	O	O	O	O	
leur	O	O	O	O	
clapotage	O	O	O	O	
semblait	O	O	O	O	
être	O	O	O	O	
l'écho	O	O	O	O	
d'un	O	O	O	O	
hymne	O	O	O	O	
d'adoration,	O	O	O	O	
qui	O	O	O	O	
montait	O	O	O	O	
de	O	O	O	O	
son	O	O	O	O	
âme	O	O	O	O	
poétique	O	O	O	O	
et	O	O	O	O	
pieuse.	O	O	O	O	

Tout	O	O	O	O	
à	O	O	O	O	
coup	O	O	O	O	
le	B-PER	O	O	O	
prêtre	I-PER	O	O	O	
sursauta	I-PER	O	O	O	
au	O	O	O	O	
bruit	O	O	O	O	
d'une	O	O	O	O	
voix,	O	O	O	O	
qui	O	O	O	O	
disait	O	O	O	O	
auprès	O	O	O	O	
de	O	O	O	O	
lui	O	O	O	O	
:	O	O	O	O	

—	O	O	O	O	
«	O	O	O	O	
Est-ce	O	O	O	O	
bien	O	O	O	O	
à	O	O	O	O	
l'abbé	B-PER	O	O	O	
Bernard	I-PER	O	O	O	
que	I-PER	O	O	O	
j'ai	O	O	O	O	
l'honneur	O	O	O	O	
de	O	O	O	O	
parler	O	O	O	O	
?	O	O	O	O	
»	O	O	O	O	

L'abbé	B-PER	O	O	O	
tourna	I-PER	O	O	O	
la	O	O	O	O	
tête	O	O	O	O	
et	O	O	O	O	
vit,	O	O	O	O	
appuyé	O	O	O	O	
au	O	O	O	O	
banc	O	O	O	O	
où	O	O	O	O	
il	O	O	O	O	
était	O	O	O	O	
assis,	O	O	O	O	
un	B-PER	O	O	O	
homme	I-PER	O	O	O	
à	I-PER	O	O	O	
l'allure	I-PER	O	O	O	
de	I-PER	O	O	O	
marin.	I-PER	O	O	O	
Le	B-PER	O	O	O	
prêtre	I-PER	O	O	O	
ne	I-PER	O	O	O	
l'avait	O	O	O	O	
pas	O	O	O	O	
entendu	O	O	O	O	
arriver.	O	O	O	O	

—	O	O	O	O	
«	O	O	O	O	
Oui,	O	O	O	O	
mon	B-PER	O	O	O	
ami,	I-PER	O	O	O	
que	O	O	O	O	
puis-je	O	O	O	O	
faire	O	O	O	O	
pour	O	O	O	O	
vous	O	O	O	O	
?	O	O	O	O	
»	O	O	O	O	

—	O	O	O	O	
«	O	O	O	O	
Veuillez	O	O	O	O	
me	O	O	O	O	
suivre	O	O	O	O	
monsieur	B-PER	O	O	O	
l'abbé,	I-PER	O	O	O	
je	O	O	O	O	
vais	O	O	O	O	
vous	O	O	O	O	
conduire	O	O	O	O	
auprès	O	O	O	O	
d'un	B-PER	O	O	O	
mourant.	I-PER	O	O	O	
Venez,	O	O	O	O	
venez	O	O	O	O	
vite.	O	O	O	O	
»	O	O	O	O	

—	O	O	O	O	
«	O	O	O	O	
Je	O	O	O	O	
vous	O	O	O	O	
suis.	O	O	O	O	
Je	O	O	O	O	
cours	O	O	O	O	
au	B-FAC	O	O	O	
presbytère,	I-FAC	O	O	O	
chercher	O	O	O	O	
ce	O	O	O	O	
qu'il	O	O	O	O	
me	O	O	O	O	
faut,	O	O	O	O	
et,	O	O	O	O	
dans	O	O	O	O	
un	O	O	O	O	
instant,	O	O	O	O	
je	O	O	O	O	
suis	O	O	O	O	
à	O	O	O	O	
vous.	O	O	O	O	
»	O	O	O	O	

L'abbé	B-PER	O	O	O	
entra	I-PER	O	O	O	
dans	O	O	O	O	
le	B-FAC	O	O	O	
presbytère	I-FAC	O	O	O	
et	I-FAC	O	O	O	
se	O	O	O	O	
rendit	O	O	O	O	
à	O	O	O	O	
la	B-FAC	O	O	O	
bibliothèque.	I-FAC	O	O	O	
Le	B-PER	O	O	O	
prêtre	I-PER	O	O	O	
qui	I-PER	O	O	O	
lui	O	O	O	O	
donnait	O	O	O	O	
l'hospitalité	O	O	O	O	
n'y	O	O	O	O	
était	O	O	O	O	
pas.	O	O	O	O	
L'abbé	B-PER	O	O	O	
Bernard	I-PER	O	O	O	
lui	I-PER	O	O	O	
écrivit	O	O	O	O	
à	O	O	O	O	
la	O	O	O	O	
hâte	O	O	O	O	
quelques	O	O	O	O	
mots,	O	O	O	O	
pour	O	O	O	O	
le	O	O	O	O	
prévenir	O	O	O	O	
de	O	O	O	O	
son	O	O	O	O	
absence,	O	O	O	O	
puis,	O	O	O	O	
il	O	O	O	O	
prit	O	O	O	O	
un	O	O	O	O	
paletot	O	O	O	O	
chaud	O	O	O	O	
et	O	O	O	O	
quelques	O	O	O	O	
menus	O	O	O	O	
objets,	O	O	O	O	
dont	O	O	O	O	
il	O	O	O	O	
pouvait	O	O	O	O	
avoir	O	O	O	O	
besoin,	O	O	O	O	
et	O	O	O	O	
quitta	O	O	O	O	
le	B-FAC	O	O	O	
presbytère.	I-FAC	O	O	O	

Arrivé	O	O	O	O	
au	B-FAC	O	O	O	
jardin,	I-FAC	O	O	O	
il	O	O	O	O	
aperçut	O	O	O	O	
le	B-PER	O	O	O	
marin,	I-PER	O	O	O	
qui	O	O	O	O	
semblait	O	O	O	O	
l'attendre	O	O	O	O	
avec	O	O	O	O	
impatience	O	O	O	O	
:	O	O	O	O	

—	O	O	O	O	
«	O	O	O	O	
Nous	O	O	O	O	
allons	O	O	O	O	
par	O	O	O	O	
eau,	O	O	O	O	
monsieur	B-PER	O	O	O	
l'abbé	I-PER	O	O	O	
»,	I-PER	O	O	O	
dit-il	O	O	O	O	
sans	O	O	O	O	
préambule.	O	O	O	O	
Le	B-PER	O	O	O	
prêtre	I-PER	O	O	O	
s'installa	I-PER	O	O	O	
sur	O	O	O	O	
le	O	O	O	O	
banc	O	O	O	O	
d'un	B-VEH	O	O	O	
yacht	I-VEH	O	O	O	
à	I-VEH	O	O	O	
la	I-VEH	O	O	O	
forme	I-VEH	O	O	O	
étrange,	I-VEH	O	O	O	
et	O	O	O	O	
l'on	O	O	O	O	
partit.	O	O	O	O	
Un	O	O	O	O	
silence	O	O	O	O	
complet	O	O	O	O	
régnait	O	O	O	O	
à	O	O	O	O	
bord	O	O	O	O	
;	O	O	O	O	
on	O	O	O	O	
n'entendait	O	O	O	O	
que	O	O	O	O	
le	O	O	O	O	
bruit	O	O	O	O	
de	O	O	O	O	
la	O	O	O	O	
machine	O	O	O	O	
faisant	O	O	O	O	
mouvoir	O	O	O	O	
le	B-VEH	O	O	O	
yatch.	I-VEH	O	O	O	
L'abbé	B-PER	O	O	O	
Bernard	I-PER	O	O	O	
essaya	I-PER	O	O	O	
bien	O	O	O	O	
de	O	O	O	O	
poser	O	O	O	O	
quelques	O	O	O	O	
questions	O	O	O	O	
au	B-PER	O	O	O	
marin,	I-PER	O	O	O	
mais	O	O	O	O	
celui-ci	O	O	O	O	
ne	O	O	O	O	
l'entendit	O	O	O	O	
pas,	O	O	O	O	
sans	O	O	O	O	
doute,	O	O	O	O	
car	O	O	O	O	
il	O	O	O	O	
ne	O	O	O	O	
répondit	O	O	O	O	
pas.	O	O	O	O	

Au	O	O	O	O	
bout	O	O	O	O	
d'une	O	O	O	O	
heure,	O	O	O	O	
à	O	O	O	O	
peu	O	O	O	O	
près,	O	O	O	O	
de	O	O	O	O	
cette	O	O	O	O	
navigation	O	O	O	O	
silencieuse,	O	O	O	O	
sur	O	O	O	O	
une	B-LOC	O	O	O	
mer	I-LOC	O	O	O	
très	I-LOC	O	O	O	
calme,	I-LOC	O	O	O	
le	B-PER	O	O	O	
marin	I-PER	O	O	O	
quitta	I-PER	O	O	O	
sa	O	O	O	O	
machine	O	O	O	O	
et	O	O	O	O	
s'approchant	O	O	O	O	
du	B-PER	O	O	O	
prêtre,	I-PER	O	O	O	
lui	O	O	O	O	
dit,	O	O	O	O	
d'un	O	O	O	O	
ton	O	O	O	O	
très	O	O	O	O	
poli	O	O	O	O	
:	O	O	O	O	

—	O	O	O	O	
«	O	O	O	O	
Je	O	O	O	O	
le	O	O	O	O	
regrette,	O	O	O	O	
monsieur	B-PER	O	O	O	
l'abbé,	I-PER	O	O	O	
mais	O	O	O	O	
il	O	O	O	O	
faut	O	O	O	O	
que	O	O	O	O	
vous	O	O	O	O	
consentiez	O	O	O	O	
à	O	O	O	O	
vous	O	O	O	O	
laisser	O	O	O	O	
bander	O	O	O	O	
les	O	O	O	O	
yeux.	O	O	O	O	
»	O	O	O	O	

—	O	O	O	O	
«	O	O	O	O	
Que	O	O	O	O	
signifie	O	O	O	O	
ce	O	O	O	O	
mystère	O	O	O	O	
?	O	O	O	O	
…	O	O	O	O	
je	O	O	O	O	
refuse,	O	O	O	O	
»	O	O	O	O	
répondit	O	O	O	O	
l'abbé.	B-PER	O	O	O	

—	O	O	O	O	
«	O	O	O	O	
Il	O	O	O	O	
le	O	O	O	O	
faut	O	O	O	O	
»,	O	O	O	O	
reprit	O	O	O	O	
son	B-PER	O	O	O	
compagnon,	I-PER	O	O	O	
sans	O	O	O	O	
rudesse,	O	O	O	O	
et	O	O	O	O	
je	O	O	O	O	
vous	O	O	O	O	
donne	O	O	O	O	
ma	O	O	O	O	
parole	O	O	O	O	
qu'il	O	O	O	O	
ne	O	O	O	O	
vous	O	O	O	O	
sera	O	O	O	O	
fait	O	O	O	O	
aucun	O	O	O	O	
mal.	O	O	O	O	
»	O	O	O	O	

Et	O	O	O	O	
sans	O	O	O	O	
laisser	O	O	O	O	
au	B-PER	O	O	O	
prêtre	I-PER	O	O	O	
le	I-PER	O	O	O	
temps	O	O	O	O	
de	O	O	O	O	
répliquer,	O	O	O	O	
il	O	O	O	O	
lui	O	O	O	O	
jeta	O	O	O	O	
sur	O	O	O	O	
la	O	O	O	O	
tête	O	O	O	O	
un	O	O	O	O	
sac	O	O	O	O	
de	O	O	O	O	
toile	O	O	O	O	
goudronné,	O	O	O	O	
qu'il	O	O	O	O	
ficela	O	O	O	O	
étroitement.	O	O	O	O	
L'abbé	B-PER	O	O	O	
n'essaya	I-PER	O	O	O	
même	O	O	O	O	
pas	O	O	O	O	
de	O	O	O	O	
se	O	O	O	O	
défendre	O	O	O	O	
;	O	O	O	O	
on	O	O	O	O	
ne	O	O	O	O	
pouvait	O	O	O	O	
lui	O	O	O	O	
vouloir	O	O	O	O	
aucun	O	O	O	O	
mal,	O	O	O	O	
à	O	O	O	O	
lui	O	O	O	O	
qui	O	O	O	O	
n'avait	O	O	O	O	
fait	O	O	O	O	
que	O	O	O	O	
du	O	O	O	O	
bien	O	O	O	O	
toute	O	O	O	O	
sa	O	O	O	O	
vie.	O	O	O	O	
D'ailleurs,	O	O	O	O	
il	O	O	O	O	
n'était	O	O	O	O	
pas	O	O	O	O	
de	O	O	O	O	
force	O	O	O	O	
à	O	O	O	O	
lutter	O	O	O	O	
contre	O	O	O	O	
le	B-PER	O	O	O	
robuste	I-PER	O	O	O	
matelot.	I-PER	O	O	O	

L'abbé	B-PER	O	O	O	
Bernard	I-PER	O	O	O	
crut	I-PER	O	O	O	
entendre	O	O	O	O	
un	O	O	O	O	
bruit	O	O	O	O	
étrange,	O	O	O	O	
comme	O	O	O	O	
si	O	O	O	O	
les	B-LOC	O	O	O	
flots	I-LOC	O	O	O	
se	I-LOC	O	O	O	
fussent	O	O	O	O	
entr'ouverts	O	O	O	O	
pour	O	O	O	O	
avaler	O	O	O	O	
le	B-VEH	O	O	O	
yacht	I-VEH	O	O	O	
;	I-VEH	O	O	O	
mais	O	O	O	O	
il	O	O	O	O	
se	O	O	O	O	
dit	O	O	O	O	
que	O	O	O	O	
c'était	O	O	O	O	
un	O	O	O	O	
jeu	O	O	O	O	
de	O	O	O	O	
l'imagination,	O	O	O	O	
car	O	O	O	O	
la	O	O	O	O	
navigation	O	O	O	O	
continuait	O	O	O	O	
rapide	O	O	O	O	
et	O	O	O	O	
calme	O	O	O	O	
;	O	O	O	O	
elle	O	O	O	O	
continua	O	O	O	O	
encore	O	O	O	O	
une	O	O	O	O	
heure,	O	O	O	O	
au	O	O	O	O	
moins,	O	O	O	O	
puis	O	O	O	O	
il	O	O	O	O	
sentit	O	O	O	O	
l'embarcation	B-VEH	O	O	O	
s'arrêter	I-VEH	O	O	O	
soudain.	O	O	O	O	
Il	O	O	O	O	
entendit	O	O	O	O	
alors	O	O	O	O	
des	O	O	O	O	
bruits	O	O	O	O	
de	O	O	O	O	
voix	O	O	O	O	
et	O	O	O	O	
des	O	O	O	O	
piétinements,	O	O	O	O	
puis	O	O	O	O	
une	O	O	O	O	
main	O	O	O	O	
saisit	O	O	O	O	
la	O	O	O	O	
sienne,	O	O	O	O	
et	O	O	O	O	
quelqu'un	O	O	O	O	
lui	O	O	O	O	
dit	O	O	O	O	
sans	O	O	O	O	
rudesse	O	O	O	O	
:	O	O	O	O	

—	O	O	O	O	
«	O	O	O	O	
Suivez-moi,	O	O	O	O	
monsieur	B-PER	O	O	O	
l'abbé.	I-PER	O	O	O	
»	O	O	O	O	

On	O	O	O	O	
fit	O	O	O	O	
quelques	O	O	O	O	
pas	O	O	O	O	
—	O	O	O	O	
une	O	O	O	O	
cinquantaine,	O	O	O	O	
peut-être	O	O	O	O	
—	O	O	O	O	
puis,	O	O	O	O	
le	B-PER	O	O	O	
prêtre	I-PER	O	O	O	
sentit	I-PER	O	O	O	
qu'on	O	O	O	O	
enlevait	O	O	O	O	
son	O	O	O	O	
bandeau	O	O	O	O	
;	O	O	O	O	
il	O	O	O	O	
vit	O	O	O	O	
qu'il	O	O	O	O	
se	O	O	O	O	
trouvait	O	O	O	O	
dans	O	O	O	O	
une	B-FAC	O	O	O	
chambre	I-FAC	O	O	O	
vivement	I-FAC	O	O	O	
éclairée	I-FAC	O	O	O	
à	I-FAC	O	O	O	
l'électricité,	I-FAC	O	O	O	
au	O	O	O	O	
milieu	O	O	O	O	
de	O	O	O	O	
laquelle,	O	O	O	O	
sur	O	O	O	O	
un	O	O	O	O	
lit	O	O	O	O	
d'une	O	O	O	O	
extrême	O	O	O	O	
propreté,	O	O	O	O	
reposait	O	O	O	O	
un	B-PER	O	O	O	
mourant.	I-PER	O	O	O	

Chapitre	O	O	O	O	
Ii.	O	O	O	O	

Un	O	O	O	O	
Naufrage.	O	O	O	O	

Deux	O	O	O	O	
ans	O	O	O	O	
avant	O	O	O	O	
les	O	O	O	O	
événements	O	O	O	O	
racontés	O	O	O	O	
dans	O	O	O	O	
le	O	O	O	O	
précédent	O	O	O	O	
chapitre,	O	O	O	O	
un	B-VEH	O	O	O	
petit	I-VEH	O	O	O	
paquebot	I-VEH	O	O	O	
luttait	I-VEH	O	O	O	
contre	O	O	O	O	
les	O	B-LOC	O	O	
flots	O	I-LOC	O	O	
de	O	I-LOC	O	O	
l'Océan	B-LOC	I-LOC	O	O	
Pacifique.	I-LOC	I-LOC	O	O	
Cette	B-LOC	O	O	O	
mer	I-LOC	O	O	O	
ne	I-LOC	O	O	O	
justifie	O	O	O	O	
pas	O	O	O	O	
toujours	O	O	O	O	
son	O	O	O	O	
nom,	O	O	O	O	
et,	O	O	O	O	
en	O	O	O	O	
ce	O	O	O	O	
jour	O	O	O	O	
du	O	O	O	O	
quatre	O	O	O	O	
juin	O	O	O	O	
1873,	O	O	O	O	
elle	O	O	O	O	
présentait	O	O	O	O	
un	O	O	O	O	
aspect	O	O	O	O	
effrayant.	O	O	O	O	
Le	B-VEH	O	O	O	
paquebot	I-VEH	O	O	O	
luttait,	I-VEH	O	O	O	
et	O	O	O	O	
luttait	O	O	O	O	
bravement,	O	O	O	O	
