MADEMOISELLE	B-PER	O	O	O	
FIFI	I-PER	O	O	O	

Le	B-PER	O	O	O	
major,	I-PER	O	O	O	
commandant	O	O	O	O	
prussien,	O	O	O	O	
comte	O	O	O	O	
de	O	O	O	O	
Farlsberg,	O	O	O	O	
achevait	O	O	O	O	
de	O	O	O	O	
lire	O	O	O	O	
son	O	O	O	O	
courrier,	O	O	O	O	
le	O	O	O	O	
dos	O	O	O	O	
au	O	O	O	O	
fond	O	O	O	O	
d'un	O	O	O	O	
grand	O	O	O	O	
fauteuil	O	O	O	O	
de	O	O	O	O	
tapisserie	O	O	O	O	
et	O	O	O	O	
ses	O	O	O	O	
pieds	O	O	O	O	
bottés	O	O	O	O	
sur	O	O	O	O	
le	O	O	O	O	
marbre	O	O	O	O	
élégant	O	O	O	O	
de	O	O	O	O	
la	O	O	O	O	
cheminée,	O	O	O	O	
où	O	O	O	O	
ses	O	O	O	O	
éperons,	O	O	O	O	
depuis	O	O	O	O	
trois	B-TIME	O	O	O	
mois	I-TIME	O	O	O	
qu'il	I-TIME	O	O	O	
occupait	O	O	O	O	
le	O	B-FAC	O	O	
château	O	I-FAC	O	O	
d'Uville,	B-GPE	I-FAC	O	O	
avaient	O	O	O	O	
tracé	O	O	O	O	
deux	O	O	O	O	
trous	O	O	O	O	
profonds,	O	O	O	O	
fouillés	O	O	O	O	
un	O	O	O	O	
peu	O	O	O	O	
plus	O	O	O	O	
tous	B-TIME	O	O	O	
les	I-TIME	O	O	O	
jours.	I-TIME	O	O	O	

Une	O	O	O	O	
tasse	O	O	O	O	
de	O	O	O	O	
café	O	O	O	O	
fumait	O	O	O	O	
sur	O	O	O	O	
un	O	O	O	O	
guéridon	O	O	O	O	
de	O	O	O	O	
marqueterie	O	O	O	O	
maculé	O	O	O	O	
par	O	O	O	O	
les	O	O	O	O	
liqueurs,	O	O	O	O	
brûlé	O	O	O	O	
par	O	O	O	O	
les	O	O	O	O	
cigares,	O	O	O	O	
entaillé	O	O	O	O	
par	O	O	O	O	
le	O	O	O	O	
canif	O	O	O	O	
de	O	O	O	O	
l'officier	B-PER	O	O	O	
conquérant	I-PER	O	O	O	
qui,	I-PER	O	O	O	
parfois,	O	O	O	O	
s'arrêtant	O	O	O	O	
d'aiguiser	O	O	O	O	
un	O	O	O	O	
crayon,	O	O	O	O	
traçait	O	O	O	O	
sur	O	O	O	O	
le	O	O	O	O	
meuble	O	O	O	O	
gracieux	O	O	O	O	
des	O	O	O	O	
chiffres	O	O	O	O	
ou	O	O	O	O	
des	O	O	O	O	
dessins,	O	O	O	O	
à	O	O	O	O	
la	O	O	O	O	
fantaisie	O	O	O	O	
de	O	O	O	O	
son	O	O	O	O	
rêve	O	O	O	O	
nonchalant.	O	O	O	O	

Quand	O	O	O	O	
il	O	O	O	O	
eut	O	O	O	O	
achevé	O	O	O	O	
ses	O	O	O	O	
lettres	O	O	O	O	
et	O	O	O	O	
parcouru	O	O	O	O	
les	O	O	O	O	
journaux	O	O	O	O	
allemands	O	O	O	O	
que	O	O	O	O	
son	B-PER	O	O	O	
vaguemestre	I-PER	O	O	O	
venait	I-PER	O	O	O	
de	O	O	O	O	
lui	O	O	O	O	
apporter,	O	O	O	O	
il	O	O	O	O	
se	O	O	O	O	
leva,	O	O	O	O	
et,	O	O	O	O	
après	O	O	O	O	
avoir	O	O	O	O	
jeté	O	O	O	O	
au	O	O	O	O	
feu	O	O	O	O	
trois	O	O	O	O	
ou	O	O	O	O	
quatre	O	O	O	O	
énormes	O	O	O	O	
morceaux	O	O	O	O	
de	O	O	O	O	
bois	O	O	O	O	
vert,	O	O	O	O	
car	O	O	O	O	
ces	B-PER	O	O	O	
messieurs	I-PER	O	O	O	
abattaient	I-PER	O	O	O	
peu	O	O	O	O	
à	O	O	O	O	
peu	O	O	O	O	
le	B-FAC	O	O	O	
parc	I-FAC	O	O	O	
pour	I-FAC	O	O	O	
se	O	O	O	O	
chauffer,	O	O	O	O	
il	O	O	O	O	
s'approcha	O	O	O	O	
de	O	O	O	O	
la	O	O	O	O	
fenêtre.	O	O	O	O	

La	O	O	O	O	
pluie	O	O	O	O	
tombait	O	O	O	O	
à	O	O	O	O	
flots,	O	O	O	O	
une	O	O	O	O	
pluie	O	O	O	O	
normande	O	O	O	O	
qu'on	O	O	O	O	
aurait	O	O	O	O	
dit	O	O	O	O	
jetée	O	O	O	O	
par	O	O	O	O	
une	O	O	O	O	
main	O	O	O	O	
furieuse,	O	O	O	O	
une	O	O	O	O	
pluie	O	O	O	O	
en	O	O	O	O	
biais,	O	O	O	O	
épaisse	O	O	O	O	
comme	O	O	O	O	
un	O	O	O	O	
rideau,	O	O	O	O	
formant	O	O	O	O	
une	O	O	O	O	
sorte	O	O	O	O	
de	O	O	O	O	
mur	O	O	O	O	
à	O	O	O	O	
raies	O	O	O	O	
obliques,	O	O	O	O	
une	O	O	O	O	
pluie	O	O	O	O	
cinglante,	O	O	O	O	
éclaboussante,	O	O	O	O	
noyant	O	O	O	O	
tout,	O	O	O	O	
une	O	O	O	O	
vraie	O	O	O	O	
pluie	O	O	O	O	
des	O	B-LOC	O	O	
environs	O	I-LOC	O	O	
de	O	I-LOC	O	O	
Rouen,	B-GPE	I-LOC	O	O	
ce	O	O	O	O	
pot	O	O	O	O	
de	O	O	O	O	
chambre	O	O	O	O	
de	O	O	O	O	
la	O	O	O	O	
France.	O	O	O	O	

L'officier	B-PER	O	O	O	
regarda	I-PER	O	O	O	
longtemps	O	O	O	O	
les	O	O	O	O	
pelouses	O	O	O	O	
inondées,	O	O	O	O	
et,	O	O	O	O	
là-bas,	O	O	O	O	
l'Andelle	B-LOC	O	O	O	
gonflée	I-LOC	O	O	O	
qui	I-LOC	O	O	O	
débordait	O	O	O	O	
;	O	O	O	O	
et	O	O	O	O	
il	O	O	O	O	
tambourinait	O	O	O	O	
contre	O	O	O	O	
la	O	O	O	O	
vitre	O	O	O	O	
une	O	O	O	O	
valse	O	O	O	O	
du	O	O	O	O	
Rhin,	B-LOC	O	O	O	
quand	O	O	O	O	
un	O	O	O	O	
bruit	O	O	O	O	
le	O	O	O	O	
fit	O	O	O	O	
se	O	O	O	O	
retourner	O	O	O	O	
:	O	O	O	O	
c'était	O	O	O	O	
son	B-PER	O	O	O	
second,	I-PER	O	O	O	
le	O	O	O	O	
baron	O	O	O	O	
de	O	O	O	O	
Kelweingstein,	O	O	O	O	
ayant	O	O	O	O	
le	O	O	O	O	
grade	O	O	O	O	
équivalent	O	O	O	O	
à	O	O	O	O	
celui	O	O	O	O	
de	O	O	O	O	
capitaine.	B-PER	O	O	O	

Le	B-PER	O	O	O	
major	I-PER	O	O	O	
était	I-PER	O	O	O	
un	B-PER	O	O	O	
géant,	I-PER	O	O	O	
large	I-PER	O	O	O	
d'épaules,	I-PER	O	O	O	
orné	I-PER	O	O	O	
d'une	I-PER	O	O	O	
longue	I-PER	O	O	O	
barbe	I-PER	O	O	O	
en	I-PER	O	O	O	
éventail	I-PER	O	O	O	
formant	I-PER	O	O	O	
nappe	I-PER	O	O	O	
sur	I-PER	O	O	O	
sa	I-PER	O	O	O	
poitrine	I-PER	O	O	O	
;	I-PER	O	O	O	
et	O	O	O	O	
toute	O	O	O	O	
sa	O	O	O	O	
grande	O	O	O	O	
personne	O	O	O	O	
solennelle	O	O	O	O	
éveillait	O	O	O	O	
l'idée	O	O	O	O	
d'un	B-PER	O	O	O	
paon	I-PER	O	O	O	
militaire,	I-PER	O	O	O	
un	B-PER	O	O	O	
paon	I-PER	O	O	O	
qui	I-PER	O	O	O	
aurait	O	O	O	O	
porté	O	O	O	O	
sa	O	O	O	O	
queue	O	O	O	O	
déployée	O	O	O	O	
à	O	O	O	O	
son	O	O	O	O	
menton.	O	O	O	O	
Il	O	O	O	O	
avait	O	O	O	O	
des	O	O	O	O	
yeux	O	O	O	O	
bleus,	O	O	O	O	
froids	O	O	O	O	
et	O	O	O	O	
doux,	O	O	O	O	
une	O	O	O	O	
joue	O	O	O	O	
fendue	O	O	O	O	
d'un	O	O	O	O	
coup	O	O	O	O	
de	O	O	O	O	
sabre	O	O	O	O	
dans	O	O	O	O	
la	O	B-HIST	O	O	
guerre	O	I-HIST	O	O	
d'Autriche	B-GPE	I-HIST	O	O	
;	I-GPE	I-HIST	O	O	
et	O	O	O	O	
on	O	O	O	O	
le	O	O	O	O	
disait	O	O	O	O	
brave	B-PER	O	O	O	
homme	I-PER	O	O	O	
autant	I-PER	O	O	O	
que	O	O	O	O	
brave	B-PER	O	O	O	
officier.	I-PER	O	O	O	

Le	B-PER	O	O	O	
capitaine,	I-PER	O	O	O	
un	O	O	O	O	
petit	O	O	O	O	
rougeaud	O	O	O	O	
à	O	O	O	O	
gros	O	O	O	O	
ventre,	O	O	O	O	
sanglé	O	O	O	O	
de	O	O	O	O	
force,	O	O	O	O	
portait	O	O	O	O	
presque	O	O	O	O	
ras	O	O	O	O	
son	O	O	O	O	
poil	O	O	O	O	
ardent,	O	O	O	O	
dont	O	O	O	O	
les	O	O	O	O	
fils	O	O	O	O	
de	O	O	O	O	
feu	O	O	O	O	
auraient	O	O	O	O	
fait	O	O	O	O	
croire,	O	O	O	O	
quand	O	O	O	O	
ils	O	O	O	O	
se	O	O	O	O	
trouvaient	O	O	O	O	
sous	O	O	O	O	
certains	O	O	O	O	
reflets,	O	O	O	O	
sa	O	O	O	O	
figure	O	O	O	O	
frottée	O	O	O	O	
de	O	O	O	O	
phosphore.	O	O	O	O	
Deux	O	O	O	O	
dents	O	O	O	O	
perdues	O	O	O	O	
dans	O	O	O	O	
une	O	O	O	O	
nuit	O	O	O	O	
de	O	O	O	O	
noce,	O	O	O	O	
sans	O	O	O	O	
qu'il	O	O	O	O	
se	O	O	O	O	
rappelât	O	O	O	O	
au	O	O	O	O	
juste	O	O	O	O	
comment,	O	O	O	O	
lui	O	O	O	O	
faisaient	O	O	O	O	
cracher	O	O	O	O	
des	O	O	O	O	
paroles	O	O	O	O	
épaisses	O	O	O	O	
qu'on	O	O	O	O	
n'entendait	O	O	O	O	
pas	O	O	O	O	
toujours	O	O	O	O	
;	O	O	O	O	
et	O	O	O	O	
il	O	O	O	O	
était	O	O	O	O	
chauve	O	O	O	O	
du	O	O	O	O	
sommet	O	O	O	O	
du	O	O	O	O	
crâne	O	O	O	O	
seulement,	O	O	O	O	
tonsuré	O	O	O	O	
comme	O	O	O	O	
un	B-PER	O	O	O	
moine,	I-PER	O	O	O	
avec	O	O	O	O	
une	O	O	O	O	
toison	O	O	O	O	
de	O	O	O	O	
petits	O	O	O	O	
cheveux	O	O	O	O	
frisés,	O	O	O	O	
dorés	O	O	O	O	
et	O	O	O	O	
luisants,	O	O	O	O	
autour	O	O	O	O	
de	O	O	O	O	
ce	O	O	O	O	
cerceau	O	O	O	O	
de	O	O	O	O	
chair	O	O	O	O	
nue.	O	O	O	O	

Le	B-PER	O	O	O	
commandant	I-PER	O	O	O	
lui	I-PER	O	O	O	
serra	O	O	O	O	
la	O	O	O	O	
main,	O	O	O	O	
et	O	O	O	O	
il	O	O	O	O	
avala	O	O	O	O	
d'un	O	O	O	O	
trait	O	O	O	O	
sa	O	O	O	O	
tasse	O	O	O	O	
de	O	O	O	O	
café	O	O	O	O	
(la	O	O	O	O	
sixième	O	O	O	O	
depuis	O	O	O	O	
le	B-TIME	O	O	O	
matin),	I-TIME	O	O	O	
en	O	O	O	O	
écoutant	O	O	O	O	
le	O	O	O	O	
rapport	O	O	O	O	
de	O	O	O	O	
son	B-PER	O	O	O	
subordonné	I-PER	O	O	O	
sur	I-PER	O	O	O	
les	O	O	O	O	
incidents	O	O	O	O	
survenus	O	O	O	O	
dans	O	O	O	O	
le	O	O	O	O	
service	O	O	O	O	
;	O	O	O	O	
puis	O	O	O	O	
tous	O	O	O	O	
deux	O	O	O	O	
se	O	O	O	O	
rapprochèrent	O	O	O	O	
de	O	O	O	O	
la	O	O	O	O	
fenêtre	O	O	O	O	
en	O	O	O	O	
déclarant	O	O	O	O	
que	O	O	O	O	
ce	O	O	O	O	
n'était	O	O	O	O	
pas	O	O	O	O	
gai.	O	O	O	O	
Le	B-PER	O	O	O	
major,	I-PER	O	O	O	
homme	O	O	O	O	
tranquille,	O	O	O	O	
marié	O	O	O	O	
chez	O	O	O	O	
lui,	O	O	O	O	
s'accommodait	O	O	O	O	
de	O	O	O	O	
tout	O	O	O	O	
;	O	O	O	O	
mais	O	O	O	O	
le	B-PER	O	O	O	
baron	I-PER	O	O	O	
capitaine,	I-PER	O	O	O	
viveur	O	O	O	O	
tenace,	O	O	O	O	
coureur	O	O	O	O	
de	O	O	O	O	
bouges,	O	O	O	O	
forcené	O	O	O	O	
trousseur	O	O	O	O	
de	O	O	O	O	
filles,	B-PER	O	O	O	
rageait	O	O	O	O	
d'être	O	O	O	O	
enfermé	O	O	O	O	
depuis	O	O	O	O	
trois	B-TIME	O	O	O	
mois	I-TIME	O	O	O	
dans	I-TIME	O	O	O	
la	O	O	O	O	
chasteté	O	O	O	O	
obligatoire	O	O	O	O	
de	O	O	O	O	
ce	O	O	O	O	
poste	O	O	O	O	
perdu.	O	O	O	O	

Comme	O	O	O	O	
on	O	O	O	O	
grattait	O	O	O	O	
à	O	O	O	O	
la	O	O	O	O	
porte,	O	O	O	O	
le	B-PER	O	O	O	
commandant	I-PER	O	O	O	
cria	I-PER	O	O	O	
d'ouvrir,	O	O	O	O	
et	O	O	O	O	
un	B-PER	O	O	O	
homme,	I-PER	O	O	O	
