LA	O	O	O	O	
MORTE	O	O	O	O	
AMOUREUSE	O	O	O	O	

Vous	O	O	O	O	
me	O	O	O	O	
demandez,	O	O	O	O	
frère,	O	O	O	O	
si	O	O	O	O	
j’ai	O	O	O	O	
aimé	O	O	O	O	
;	O	O	O	O	
oui.	O	O	O	O	
—	O	O	O	O	
C’est	O	O	O	O	
une	O	O	O	O	
histoire	O	O	O	O	
singulière	O	O	O	O	
et	O	O	O	O	
terrible,	O	O	O	O	
et,	O	O	O	O	
quoique	O	O	O	O	
j’aie	O	O	O	O	
soixante-six	O	O	O	O	
ans,	O	O	O	O	
j’ose	O	O	O	O	
à	O	O	O	O	
peine	O	O	O	O	
remuer	O	O	O	O	
la	O	O	O	O	
cendre	O	O	O	O	
de	O	O	O	O	
ce	O	O	O	O	
souvenir.	O	O	O	O	
Je	O	O	O	O	
ne	O	O	O	O	
veux	O	O	O	O	
rien	O	O	O	O	
vous	O	O	O	O	
refuser,	O	O	O	O	
mais	O	O	O	O	
je	O	O	O	O	
ne	O	O	O	O	
ferais	O	O	O	O	
pas	O	O	O	O	
à	O	O	O	O	
une	O	O	O	O	
âme	O	O	O	O	
moins	O	O	O	O	
éprouvée	O	O	O	O	
un	O	O	O	O	
pareil	O	O	O	O	
récit.	O	O	O	O	
Ce	O	O	O	O	
sont	O	O	O	O	
des	O	O	O	O	
événements	O	O	O	O	
si	O	O	O	O	
étranges,	O	O	O	O	
que	O	O	O	O	
je	O	O	O	O	
ne	O	O	O	O	
puis	O	O	O	O	
croire	O	O	O	O	
qu’ils	O	O	O	O	
me	O	O	O	O	
soient	O	O	O	O	
arrivés.	O	O	O	O	
J’ai	O	O	O	O	
été	O	O	O	O	
pendant	O	O	O	O	
plus	O	O	O	O	
de	O	O	O	O	
trois	O	O	O	O	
ans	O	O	O	O	
le	O	O	O	O	
jouet	O	O	O	O	
d’une	O	O	O	O	
illusion	O	O	O	O	
singulière	O	O	O	O	
et	O	O	O	O	
diabolique.	O	O	O	O	
Moi,	O	O	O	O	
pauvre	O	O	O	O	
prêtre	O	O	O	O	
de	O	O	O	O	
campagne,	O	O	O	O	
j’ai	O	O	O	O	
mené	O	O	O	O	
en	O	O	O	O	
rêve	O	O	O	O	
toutes	O	O	O	O	
les	O	O	O	O	
nuits	O	O	O	O	
(Dieu	O	O	O	O	
veuille	O	O	O	O	
que	O	O	O	O	
ce	O	O	O	O	
soit	O	O	O	O	
un	O	O	O	O	
rêve	O	O	O	O	
!	O	O	O	O	
)	O	O	O	O	
une	O	O	O	O	
vie	O	O	O	O	
de	O	O	O	O	
damné,	O	O	O	O	
une	O	O	O	O	
vie	O	O	O	O	
de	O	O	O	O	
mondain	O	O	O	O	
et	O	O	O	O	
de	O	O	O	O	
