L'	B-TIME	O	O	1
aube	I-TIME	O	O	-
Dianzi	O	O	O	-
,	O	O	O	-
nell'	O	O	O	-
alba	O	O	O	-
che	O	O	O	-
precede	O	O	O	-
al	O	O	O	-
giorno	O	O	O	-
Quando	O	O	O	-
l'	O	O	O	-
anima	O	O	O	-
tua	O	O	O	-
dentro	O	O	O	-
dormia	O	O	O	-
.	O	O	O	-
.	O	O	O	-
.	O	O	O	-
PURG	O	O	O	-
.	O	O	O	-
IX	O	O	O	-
I	O	O	O	-
.	O	O	O	-
Come	O	O	O	-
,	O	O	O	-
quando	O	O	O	-
i	O	O	O	-
vapori	O	O	O	-
umidi	O	O	O	-
e	O	O	O	-
spessi	O	O	O	-
A	O	O	O	-
diradar	O	O	O	-
cominciansi	O	O	O	-
,	O	O	O	-
la	O	O	O	-
spera	O	O	O	-
Del	O	O	O	-
sol	O	O	O	-
debilemente	O	O	O	-
entra	O	O	O	-
per	O	O	O	-
essi	O	O	O	-
…	O	O	O	-
PURG	O	O	O	-
.	O	O	O	-
XVII	O	O	O	-
.	O	O	O	-
Le	O	O	O	-
grondement	O	O	O	-
du	B-LOC	O	O	1
fleuve	I-LOC	O	O	-
monte	O	O	O	-
derrière	O	O	O	-
la	B-FAC	O	O	1
maison	I-FAC	O	O	-
.	O	O	O	-
La	O	O	O	-
pluie	O	O	O	-
bat	O	O	O	-
les	O	O	O	-
carreaux	O	O	O	-
depuis	O	O	O	-
le	O	B-TIME	O	1
commencement	O	I-TIME	O	-
du	B-TIME	I-TIME	O	1
jour	I-TIME	I-TIME	O	-
.	O	O	O	-
Une	O	O	O	-
buée	O	O	O	-
d'	O	O	O	-
eau	O	O	O	-
ruisselle	O	O	O	-
sur	O	O	O	-
la	O	O	O	-
vitre	O	O	O	-
au	O	O	O	-
coin	O	O	O	-
fêlé	O	O	O	-
.	O	O	O	-
Le	B-TIME	O	O	1
jour	I-TIME	O	O	-
jaunâtre	I-TIME	O	O	-
s'	O	O	O	-
éteint	O	O	O	-
.	O	O	O	-
Il	O	O	O	-
fait	O	O	O	-
tiède	O	O	O	-
et	O	O	O	-
fade	O	O	O	-
dans	O	O	O	-
la	B-FAC	O	O	1
chambre	I-FAC	O	O	-
.	O	O	O	-
Le	B-PER	O	O	1
nouveau	I-PER	O	O	-
-	I-PER	O	O	-
né	I-PER	O	O	-
s'	O	O	O	-
agite	O	O	O	-
dans	O	O	O	-
son	O	O	O	-
berceau	O	O	O	-
.	O	O	O	-
Bien	O	O	O	-
que	O	O	O	-
le	B-PER	O	O	1
vieux	I-PER	O	O	-
ait	O	O	O	-
laissé	O	O	O	-
,	O	O	O	-
pour	O	O	O	-
entrer	O	O	O	-
,	O	O	O	-
ses	O	O	O	-
sabots	O	O	O	-
à	O	O	O	-
la	O	O	O	-
porte	O	O	O	-
,	O	O	O	-
son	O	O	O	-
pas	O	O	O	-
a	O	O	O	-
fait	O	O	O	-
craquer	O	O	O	-
le	O	O	O	-
plancher	O	O	O	-
:	O	O	O	-
l'	B-PER	O	O	1
enfant	I-PER	O	O	-
commence	O	O	O	-
à	O	O	O	-
geindre	O	O	O	-
.	O	O	O	-
La	B-PER	O	O	1
