Théophile	O	O	O	-
Gautier	O	O	O	-
Le	O	O	O	-
Capitaine	O	O	O	-
Fracasse	O	O	O	-
(	O	O	O	-
1863	O	O	O	-
)	O	O	O	-
I	O	O	O	-
-	O	O	O	-
Le	O	O	O	-
Château	O	O	O	-
De	O	O	O	-
La	O	O	O	-
Misère	O	O	O	-
Sur	O	O	O	-
le	O	O	O	-
revers	O	O	O	-
d'	O	O	O	-
une	B-LOC	O	O	20
de	I-LOC	O	O	-
ces	I-LOC	O	O	-
collines	I-LOC	O	O	-
décharnées	I-LOC	O	O	-
qui	O	O	O	-
bossuent	O	O	O	-
les	B-GPE	O	O	20
Landes	I-GPE	O	O	-
,	O	O	O	-
entre	O	O	O	-
Dax	B-GPE	O	O	20
et	O	O	O	-
Mont	B-GPE	O	O	20
-	I-GPE	O	O	-
de	I-GPE	O	O	-
-	I-GPE	O	O	-
Marsan	I-GPE	O	O	-
,	O	O	O	-
s'	O	O	O	-
élevait	O	O	O	-
,	O	O	O	-
sous	O	O	O	-
le	O	B-TIME	O	20
règne	O	I-TIME	O	-
de	O	I-TIME	O	-
Louis	B-PER	I-TIME	O	20
Xiii	I-PER	I-TIME	O	-
,	O	O	O	-
une	O	B-FAC	O	20
de	O	I-FAC	O	-
ces	O	I-FAC	O	-
gentilhommières	O	I-FAC	O	-
si	O	I-FAC	O	-
communes	O	I-FAC	O	-
en	O	I-FAC	O	-
Gascogne	B-GPE	I-FAC	O	20
,	O	O	O	-
et	O	O	O	-
que	O	O	O	-
les	B-PER	O	O	20
villageois	I-PER	O	O	-
décorent	O	O	O	-
du	O	O	O	-
nom	O	O	O	-
de	O	O	O	-
château	O	O	O	-
.	O	O	O	-
Deux	B-FAC	O	O	20
tours	I-FAC	O	O	-
rondes	I-FAC	O	O	-
,	I-FAC	O	O	-
coiffées	I-FAC	O	O	-
de	I-FAC	O	O	-
toits	I-FAC	O	O	-
en	I-FAC	O	O	-
éteignoir	I-FAC	O	O	-
,	O	O	O	-
flanquaient	O	O	O	-
les	O	O	O	-
angles	O	O	O	-
d'	O	O	O	-
un	B-FAC	O	O	20
bâtiment	I-FAC	O	O	-
,	O	O	O	-
sur	O	O	O	-
la	O	O	O	-
façade	O	O	O	-
duquel	O	O	O	-
deux	O	O	O	-
rainures	O	O	O	-
profondément	O	O	O	-
entaillées	O	O	O	-
trahissaient	O	O	O	-
l'	O	O	O	-
existence	O	O	O	-
primitive	O	O	O	-
d'	O	O	O	-
un	O	B-FAC	O	20
pont	O	I-FAC	O	-
-	O	I-FAC	O	-
levis	O	I-FAC	O	-
réduit	O	I-FAC	O	-
à	O	I-FAC	O	-
l'	O	I-FAC	O	-
état	O	I-FAC	O	-
de	O	I-FAC	O	-
sinécure	O	I-FAC	O	-
par	O	I-FAC	O	-
le	O	I-FAC	O	-
nivelage	O	I-FAC	O	-
du	B-LOC	I-FAC	O	20
fossé	I-LOC	I-FAC	O	-
,	O	O	O	-
et	O	O	O	-
donnaient	O	O	O	-
au	B-FAC	O	O	20
manoir	I-FAC	O	O	-
un	O	O	O	-
aspect	O	O	O	-
assez	O	O	O	-
féodal	O	O	O	-
,	O	O	O	-
avec	O	O	O	-
leurs	B-FAC	O	O	20
échauguettes	I-FAC	O	O	-
en	I-FAC	O	O	-
poivrière	I-FAC	O	O	-
et	O	O	O	-
leurs	O	O	O	-
girouettes	O	O	O	-
à	O	O	O	-
queue	O	O	O	-
d'	O	O	O	-
aronde	O	O	O	-
.	O	O	O	-
Une	O	O	O	-
nappe	O	O	O	-
de	O	O	O	-
lierre	O	O	O	-
enveloppant	O	O	O	-
