Rosalie	B-PER	O	1
de	I-PER	O	-
Constant	I-PER	O	-
,	O	O	-
sa	B-PER	O	1
famille	I-PER	O	-
et	O	O	-
ses	B-PER	O	1
amis	I-PER	O	-
Nous	O	O	-
aurions	O	O	-
pu	O	O	-
commencer	O	O	-
,	O	O	-
selon	O	O	-
l'	O	O	-
usage	O	O	-
,	O	O	-
cette	O	O	-
biographie	O	O	-
trois	B-TIME	O	1
ou	I-TIME	O	-
quatre	I-TIME	O	-
cents	I-TIME	O	-
ans	I-TIME	O	-
avant	O	O	-
la	O	O	-
naissance	O	O	-
de	O	O	-
notre	B-PER	O	1
héroïne	I-PER	O	-
,	O	O	-
parler	O	O	-
des	O	B-PER	1
chevaliers	O	I-PER	-
de	O	I-PER	-
St	B-PER	I-PER	1
-	I-PER	I-PER	-
Jean	I-PER	I-PER	-
de	I-PER	I-PER	-
Jérusalem	I-PER	I-PER	-
,	O	O	-
des	B-PER	O	1
chefs	I-PER	O	-
d'	I-PER	O	-
escadre	I-PER	O	-
,	O	O	-
des	O	B-PER	1
compagnons	O	I-PER	-
de	O	I-PER	-
Charles	B-PER	I-PER	1
Quint	I-PER	I-PER	-
,	O	O	-
qui	O	O	-
furent	O	O	-
ses	B-PER	O	1
ancêtres	I-PER	O	-
paternels	I-PER	O	-
.	O	O	-
Rosalie	B-PER	O	1
elle	O	O	-
-	O	O	-
même	O	O	-
,	O	O	-
dans	O	O	-
son	O	O	-
journal	O	O	-
,	O	O	-
nous	O	O	-
défile	O	O	-
avec	O	O	-
un	O	O	-
certain	O	O	-
orgueil	O	O	-
une	O	O	-
longue	O	O	-
lignée	O	O	-
d'	O	O	-
aïeux	B-PER	O	1
,	O	O	-
tous	O	O	-
valeureux	O	O	-
,	O	O	-
preux	O	O	-
et	O	O	-
héroïques	O	O	-
;	O	O	-
mais	O	O	-
,	O	O	-
si	O	O	-
vous	O	O	-
le	O	O	-
voulez	O	O	-
bien	O	O	-
,	O	O	-
nous	O	O	-
ne	O	O	-
remonterons	O	O	-
pas	O	O	-
si	O	O	-
haut	O	O	-
.	O	O	-
La	O	B-PER	1
mère	O	I-PER	-
de	O	I-PER	-
Rosalie	B-PER	I-PER	1
était	O	O	-
cette	B-PER	O	1
Charlotte	I-PER	O	-
Pictet	I-PER	O	-
à	O	O	-
laquelle	O	O	-
M	B-PER	O	1
.	I-PER	O	-
Lucien	I-PER	O	-
Perey	I-PER	O	-
a	O	O	-
emprunté	O	O	-
bien	O	O	-
des	O	O	-
lettres	O	O	-
dans	O	O	-
sa	O	O	-
Vie	O	O	-
intime	O	O	-
de	O	O	-
Voltaire	B-PER	O	1
.	O	O	-
Elle	O	O	-
habitait	O	O	-
avec	O	O	-
ses	B-PER	O	1
parents	I-PER	O	-
la	O	B-FAC	1
belle	O	I-FAC	-
propriété	O	I-FAC	-
de	O	I-FAC	-
St	B-GPE	I-FAC	1
-	I-GPE	I-FAC	-
Jean	I-GPE	I-FAC	-
,	O	O	-
qui	O	O	-
domine	O	O	-
la	O	O	-
jonction	O	O	-
de	O	O	-
l'	B-LOC	O	1
Arve	I-LOC	O	-
avec	O	O	-
le	B-LOC	O	1
Rhône	I-LOC	O	-
,	O	O	-
en	O	O	-
aval	O	O	-
de	O	O	-
Genève	B-GPE	O	1
.	O	O	-
M	B-PER	O	1
.	I-PER	O	-
L	I-PER	O	-
.	I-PER	O	-
Perey	I-PER	O	-
a	O	O	-
raconté	O	O	-
déjà	O	O	-
comment	O	O	-
les	O	B-PER	1
Pictet	O	I-PER	-
de	O	I-PER	-
St	B-GPE	I-PER	1
-	I-GPE	I-PER	-
Jean	I-GPE	I-PER	-
voisinaient	O	O	-
familièrement	O	O	-
avec	O	O	-
l'	B-PER	O	1
illustre	I-PER	O	-
philosophe	I-PER	O	-
,	O	O	-
et	O	O	-
les	O	O	-
papiers	O	O	-
de	O	O	-
Rosalie	B-PER	O	1
et	O	O	-
de	O	O	-
sa	B-PER	O	1
famille	I-PER	O	-
,	O	O	-
ont	O	O	-
fourni	O	O	-
à	O	O	-
l'	B-PER	O	1
aimable	I-PER	O	-
biographe	I-PER	O	-
beaucoup	O	O	-
de	O	O	-
détails	O	O	-
sur	O	O	-
ce	O	O	-
qui	O	O	-
se	O	O	-
passait	O	O	-
aux	B-FAC	O	1
Délices	I-FAC	O	-
,	O	O	-
et	O	O	-
à	O	O	-
Ferney	B-GPE	O	1
.	O	O	-
On	O	O	-
sait	O	O	-
qu'	O	O	-
au	O	O	-
début	O	O	-
de	O	O	-
son	O	O	-
séjour	O	O	-
dans	O	O	-
notre	B-GPE	O	1
pays	I-GPE	O	-
,	O	O	-
Voltaire	B-PER	O	1
habita	O	O	-
en	O	O	-
été	B-TIME	O	1
Les	B-FAC	O	1
Délices	I-FAC	O	-
près	O	O	-
Genève	B-GPE	O	1
,	O	O	-
en	O	O	-
hiver	B-TIME	O	1
tantôt	O	O	-
Monrion	B-GPE	O	1
,	O	O	-
près	O	O	-
Lausanne	B-GPE	O	1
,	O	O	-
tantôt	O	O	-
cette	B-GPE	O	1
ville	I-GPE	O	-
-	I-GPE	O	-
même	I-GPE	O	-
,	O	O	-
au	O	O	-
faubourg	O	B-GPE	1
du	O	I-GPE	-
Petit	B-GPE	I-GPE	1
-	I-GPE	I-GPE	-
Chêne	I-GPE	I-GPE	-
.	O	O	-
À	O	O	-
Lausanne	B-GPE	O	1
comme	O	O	-
à	O	O	-

usage	O	O	-
,	O	O	-
cette	O	O	-
biographie	O	O	-
trois	B-TIME	O	5
ou	I-TIME	O	-
quatre	I-TIME	O	-
cents	I-TIME	O	-
ans	I-TIME	O	-
avant	O	O	-
la	O	O	-
naissance	O	O	-
de	O	O	-
notre	B-PER	O	5
héroïne	I-PER	O	-
,	O	O	-
parler	O	O	-
des	O	B-PER	5
chevaliers	O	I-PER	-
de	O	I-PER	-
St	B-PER	I-PER	5
-	I-PER	I-PER	-
Jean	I-PER	I-PER	-
de	I-PER	I-PER	-
Jérusalem	I-PER	I-PER	-
,	O	O	-
des	B-PER	O	5
chefs	I-PER	O	-
d'	I-PER	O	-
escadre	I-PER	O	-
,	O	O	-
des	O	B-PER	5
compagnons	O	I-PER	-
de	O	I-PER	-
Charles	B-PER	I-PER	5
Quint	I-PER	I-PER	-
,	O	O	-
qui	O	O	-
furent	O	O	-
ses	B-PER	O	5
ancêtres	I-PER	O	-
paternels	I-PER	O	-
.	O	O	-
Rosalie	B-PER	O	5
elle	O	O	-
-	O	O	-
même	O	O	-
,	O	O	-
dans	O	O	-
son	O	O	-
journal	O	O	-
,	O	O	-
nous	O	O	-
défile	O	O	-
avec	O	O	-
un	O	O	-
certain	O	O	-
orgueil	O	O	-
une	O	O	-
longue	O	O	-
lignée	O	O	-
d'	O	O	-
aïeux	B-PER	O	5
,	O	O	-
tous	O	O	-
valeureux	O	O	-
,	O	O	-
preux	O	O	-
et	O	O	-
héroïques	O	O	-
;	O	O	-
mais	O	O	-
,	O	O	-
si	O	O	-
vous	O	O	-
le	O	O	-
voulez	O	O	-
bien	O	O	-
,	O	O	-
nous	O	O	-
ne	O	O	-
remonterons	O	O	-
pas	O	O	-
si	O	O	-
haut	O	O	-
.	O	O	-
La	O	B-PER	5
mère	O	I-PER	-
de	O	I-PER	-
Rosalie	B-PER	I-PER	5
était	O	O	-
cette	B-PER	O	5
Charlotte	I-PER	O	-
Pictet	I-PER	O	-
à	O	O	-
laquelle	O	O	-
M	B-PER	O	5
.	I-PER	O	-
Lucien	I-PER	O	-
Perey	I-PER	O	-
a	O	O	-
emprunté	O	O	-
bien	O	O	-
des	O	O	-
lettres	O	O	-
dans	O	O	-
sa	O	O	-
Vie	O	O	-
intime	O	O	-
de	O	O	-
Voltaire	B-PER	O	5
.	O	O	-
Elle	O	O	-
habitait	O	O	-
avec	O	O	-
ses	B-PER	O	5
parents	I-PER	O	-
la	O	B-FAC	5
belle	O	I-FAC	-
propriété	O	I-FAC	-
de	O	I-FAC	-
St	B-GPE	I-FAC	5
-	I-GPE	I-FAC	-
Jean	I-GPE	I-FAC	-
,	O	O	-
qui	O	O	-
domine	O	O	-
la	O	O	-
jonction	O	O	-
de	O	O	-
l'	B-LOC	O	5
Arve	I-LOC	O	-
avec	O	O	-
le	B-LOC	O	5
Rhône	I-LOC	O	-
,	O	O	-
en	O	O	-
aval	O	O	-
de	O	O	-
Genève	B-GPE	O	5
.	O	O	-
M	B-PER	O	5
.	I-PER	O	-
L	I-PER	O	-
.	I-PER	O	-
Perey	I-PER	O	-
a	O	O	-
raconté	O	O	-
déjà	O	O	-
comment	O	O	-
les	O	B-PER	5
Pictet	O	I-PER	-
de	O	I-PER	-
St	B-GPE	I-PER	5
-	I-GPE	I-PER	-
Jean	I-GPE	I-PER	-
voisinaient	O	O	-
familièrement	O	O	-
avec	O	O	-
l'	B-PER	O	5
illustre	I-PER	O	-
philosophe	I-PER	O	-
,	O	O	-
et	O	O	-
les	O	O	-
papiers	O	O	-
de	O	O	-
Rosalie	B-PER	O	5
et	O	O	-
de	O	O	-
sa	B-PER	O	5
famille	I-PER	O	-
,	O	O	-
ont	O	O	-
fourni	O	O	-
à	O	O	-
l'	B-PER	O	5
aimable	I-PER	O	-
biographe	I-PER	O	-
