Raymond	O	O	O
Radiguet	O	O	O
Le	O	O	O
Diable	O	O	O
au	O	O	O
corps	O	O	O
Grasset	O	O	O
,	O	O	O
1923	O	O	O
Je	O	O	O
vais	O	O	O
encourir	O	O	O
bien	O	O	O
des	O	O	O
reproches	O	O	O
.	O	O	O

Mais	O	O	O
qu'	O	O	O
y	O	O	O
puis	O	O	O
-	O	O	O
je	O	O	O
?	O	O	O
Est	O	O	O
-	O	O	O
ce	O	O	O
ma	O	O	O
faute	O	O	O
si	O	O	O
j'	O	O	O
eus	O	O	O
douze	B-TIME	O	O
ans	E-TIME	O	O
quelques	O	O	B-TIME
mois	O	O	I-TIME
avant	O	O	I-TIME
la	O	B-HIST	I-TIME
déclaration	O	I-HIST	I-TIME
de	O	I-HIST	I-TIME
la	B-HIST	I-HIST	I-TIME
guerre	E-HIST	E-HIST	E-TIME
?	O	O	O
Sans	O	O	O
doute	O	O	O
,	O	O	O
les	O	O	O
troubles	O	O	O
qui	O	O	O
me	O	O	O
vinrent	O	O	O
de	O	O	O
cette	B-TIME	O	O
période	I-TIME	O	O
extraordinaire	E-TIME	O	O
furent	O	O	O
d'	O	O	O
une	O	O	O
sorte	O	O	O
qu'	O	O	O
on	O	O	O
n'	O	O	O
éprouve	O	O	O
jamais	O	O	O
à	O	O	O
cet	B-TIME	O	O
âge	E-TIME	O	O
;	O	O	O
mais	O	O	O
comme	O	O	O
il	O	O	O
n'	O	O	O
existe	O	O	O
rien	O	O	O
d'	O	O	O
assez	O	O	O
fort	O	O	O
pour	O	O	O
nous	O	O	O
vieillir	O	O	O
malgré	O	O	O
les	O	O	O
apparences	O	O	O
,	O	O	O
c'	O	O	O
est	O	O	O
en	O	O	O
enfant	O	O	O
que	O	O	O
je	O	O	O
devais	O	O	O
me	O	O	O
conduire	O	O	O
dans	O	O	O
une	O	O	O
aventure	O	O	O
où	O	O	O
déjà	O	O	O
un	B-PER	O	O
homme	E-PER	O	O
eût	O	O	O
éprouvé	O	O	O
de	O	O	O
l'	O	O	O
embarras	O	O	O
.	O	O	O

Je	O	O	O
ne	O	O	O
suis	O	O	O
pas	O	O	O
le	O	O	O
seul	O	O	O
.	O	O	O

Et	O	O	O
mes	B-PER	O	O
camarades	E-PER	O	O
garderont	O	O	O
de	O	O	O
cette	B-TIME	O	O
époque	E-TIME	O	O
un	O	O	O
souvenir	O	O	O
qui	O	O	O
n'	O	O	O
est	O	O	O
pas	O	O	O
celui	O	O	O
de	O	O	O
leurs	B-PER	O	O
aînés	E-PER	O	O
.	O	O	O

Que	O	O	O
ceux	O	O	O
déjà	O	O	O
qui	O	O	O
m'	O	O	O
en	O	O	O
veulent	O	O	O
se	O	O	O
représentent	O	O	O
ce	O	O	O
que	O	O	O
fut	O	O	O
la	B-HIST	O	O
guerre	E-HIST	O	O
pour	O	O	O
tant	B-PER	O	O
de	I-PER	O	O
très	I-PER	O	O
jeunes	I-PER	O	O
garçons	E-PER	O	O
:	O	O	O
quatre	B-TIME	O	O
ans	I-TIME	O	O
de	I-TIME	O	O
grandes	I-TIME	O	O
vacances	E-TIME	O	O
.	O	O	O

Nous	O	O	O
habitions	O	O	O
à	O	O	O
F	B-GPE	O	O
…	I-GPE	O	O
	E-GPE	O	O
,	O	O	O
au	O	B-LOC	O
bord	O	I-LOC	O
de	O	I-LOC	O
la	B-LOC	I-LOC	O
Marne	E-LOC	E-LOC	O
.	O	O	O

Mes	B-PER	O	O
parents	E-PER	O	O
condamnaient	O	O	O
plutôt	O	O	O
la	O	O	O
camaraderie	O	O	O
mixte	O	O	O
.	O	O	O

La	O	O	O
sensualité	O	O	O
,	O	O	O
qui	O	O	O
naît	O	O	O
avec	O	O	O
nous	O	O	O
et	O	O	O
se	O	O	O
manifeste	O	O	O
encore	O	O	O
aveugle	O	O	O
,	O	O	O
y	O	O	O
gagna	O	O	O
au	O	O	O
lieu	O	O	O
d'	O	O	O
y	O	O	O
perdre	O	O	O
.	O	O	O

Je	O	O	O
n'	O	O	O
ai	O	O	O
jamais	O	O	O
été	O	O	O
un	B-PER	O	O
rêveur	E-PER	O	O
.	O	O	O

Ce	O	O	O
qui	O	O	O
semble	O	O	O
rêve	O	O	O
aux	O	O	O
autres	O	O	O
,	O	O	O
plus	O	O	O
crédules	O	O	O
,	O	O	O
me	O	O	O
paraissait	O	O	O
à	O	O	O
moi	O	O	O
aussi	O	O	O
réel	O	O	O
que	O	O	O
le	O	O	O
fromage	O	O	O
au	O	O	O
chat	O	O	O
,	O	O	O
malgré	O	O	O
la	O	O	O
cloche	O	O	O
de	O	O	O
verre	O	O	O
.	O	O	O

Pourtant	O	O	O
la	O	O	O
cloche	O	O	O
existe	O	O	O
.	O	O	O

La	O	O	O
cloche	O	O	O
se	O	O	O
cassant	O	O	O
,	O	O	O
le	O	O	O
chat	O	O	O
en	O	O	O
profite	O	O	O
,	O	O	O
même	O	O	O
si	O	O	O
ce	O	O	O
sont	O	O	O
ses	B-PER	O	O
maîtres	E-PER	O	O
qui	O	O	O
la	O	O	O
cassent	O	O	O
et	O	O	O
s'	O	O	O
y	O	O	O
coupent	O	O	O
les	O	O	O
mains	O	O	O
.	O	O	O

Jusqu'	O	O	O
à	O	O	O
douze	B-TIME	O	O
ans	E-TIME	O	O
,	O	O	O
je	O	O	O
ne	O	O	O
me	O	O	O
vois	O	O	O
aucune	O	O	O
amourette	O	O	O
,	O	O	O
sauf	O	O	O
pour	O	O	O
une	B-PER	O	O
petite	I-PER	O	O
fille	E-PER	O	O
,	O	O	O
nommée	O	O	O
Carmen	O	O	O
,	O	O	O
à	O	O	O
qui	O	O	O
je	O	O	O
fis	O	O	O
tenir	O	O	O
,	O	O	O
par	O	O	O
un	B-PER	O	O
gamin	E-PER	O	O
plus	O	O	O
jeune	O	O	O
que	O	O	O
moi	O	O	O
,	O	O	O
une	O	O	O
lettre	O	O	O
dans	O	O	O
laquelle	O	O	O
je	O	O	O
lui	O	O	O
exprimais	O	O	O
mon	O	O	O
amour	O	O	O
.	O	O	O

Je	O	O	O
m'	O	O	O
autorisai	O	O	O
de	O	O	O
cet	O	O	O
amour	O	O	O
pour	O	O	O
solliciter	O	O	O
un	O	O	O
rendez	O	O	O
-	O	O	O
vous	O	O	O
.	O	O	O

Ma	O	O	O
lettre	O	O	O
lui	O	O	O
avait	O	O	O
été	O	O	O
remise	O	O	O
le	B-TIME	O	O
matin	E-TIME	O	O
avant	O	O	O
qu'	O	O	O
elle	O	O	O
se	O	O	O
rendît	O	O	O
en	O	O	O
classe	O	O	O
.	O	O	O

J'	O	O	O
avais	O	O	O
distingué	O	O	O
la	B-PER	O	O
seule	I-PER	O	O
fillette	E-PER	O	O
qui	O	O	O
me	O	O	O
ressemblât	O	O	O
,	O	O	O
parce	O	O	O
qu'	O	O	O
elle	O	O	O
était	O	O	O
propre	O	O	O
,	O	O	O
et	O	O	O
allait	O	O	O
à	O	O	O
l'	B-FAC	O	O
école	E-FAC	O	O
accompagnée	O	O	O
d'	O	O	O
une	O	O	O
petite	O	O	O
,	O	O	O
comme	O	O	O
moi	O	O	O
de	O	O	O
mon	B-PER	O	O
petit	I-PER	O	O
frère	E-PER	O	O
.	O	O	O

Afin	O	O	O
que	O	O	O
ces	B-PER	O	O
deux	I-PER	O	O
témoins	E-PER	O	O
se	O	O	O
tussent	O	O	O
,	O	O	O
j'	O	O	O
imaginai	O	O	O
de	O	O	O
les	O	O	O
marier	O	O	O
,	O	O	O
en	O	O	O
quelque	O	O	O
sorte	O	O	O
.	O	O	O

À	O	O	O
ma	O	O	O
lettre	O	O	O
,	O	O	O
j'	O	O	O
en	O	O	O
joignis	O	O	O
donc	O	O	O
une	O	O	O
de	O	O	O
la	O	O	O
part	O	O	O
de	O	O	O
mon	B-PER	O	O
frère	E-PER	O	O
,	O	O	O
qui	O	O	O
ne	O	O	O
savait	O	O	O
pas	O	O	O
écrire	O	O	O
,	O	O	O
pour	O	O	O
Mlle	B-PER	O	O
Fauvette	E-PER	O	O
.	O	O	O

J'	O	O	O
expliquai	O	O	O
à	O	O	O
mon	B-PER	O	O
frère	E-PER	O	O
mon	O	O	O
entremise	O	O	O
,	O	O	O
et	O	O	O
notre	O	O	O
chance	O	O	O
de	O	O	O
tomber	O	O	O
juste	O	O	O
sur	O	O	O
deux	B-PER	O	O
sœurs	E-PER	O	O
de	O	O	O
nos	O	O	O
âges	O	O	O
et	O	O	O
douées	O	O	O
de	O	O	O
noms	O	O	O
de	O	O	O
baptêmes	O	O	O
aussi	O	O	O
exceptionnels	O	O	O
.	O	O	O

J'	O	O	O
eus	O	O	O
la	O	O	O
tristesse	O	O	O
de	O	O	O
voir	O	O	O
que	O	O	O
je	O	O	O
ne	O	O	O
m'	O	O	O
étais	O	O	O
pas	O	O	O
mépris	O	O	O
sur	O	O	O
le	O	O	O
bon	O	O	O
genre	O	O	O
de	O	O	O
Carmen	S-PER	O	O
,	O	O	O
lorsque	O	O	O
,	O	O	O
après	O	O	O
avoir	O	O	O
déjeuné	O	O	O
avec	O	O	O
mes	B-PER	O	O
parents	E-PER	O	O
qui	O	O	O
me	O	O	O
gâtaient	O	O	O
et	O	O	O
ne	O	O	O
me	O	O	O
grondaient	O	O	O
jamais	O	O	O
,	O	O	O
je	O	O	O
rentrai	O	O	O
en	O	O	O
classe	S-FAC	O	O
.	O	O	O

À	O	O	O
peine	O	O	O
mes	B-PER	O	O
camarades	E-PER	O	O
à	O	O	O
leurs	O	O	O
pupitres	O	O	O
―	O	O	O
moi	O	O	O
en	O	O	O
haut	O	O	O
de	O	O	O
la	B-FAC	O	O
classe	E-FAC	O	O
,	O	O	O
accroupi	O	O	O
pour	O	O	O
prendre	O	O	O
dans	O	O	O
un	O	O	O
placard	O	O	O
,	O	O	O
en	O	O	O
ma	O	O	O
qualité	O	O	O
de	O	O	O
premier	O	O	O
,	O	O	O
les	O	O	O
volumes	O	O	O
de	O	O	O
la	O	O	O
lecture	O	O	O
à	O	O	O
haute	O	O	O
voix	O	O	O
―	O	O	O
,	O	O	O
le	B-PER	O	O
directeur	E-PER	O	O
entra	O	O	O
.	O	O	O

Les	B-PER	O	O
élèves	E-PER	O	O
se	O	O	O
levèrent	O	O	O
.	O	O	O

Il	O	O	O
tenait	O	O	O
une	O	O	O
lettre	O	O	O
à	O	O	O
la	O	O	O
main	O	O	O
.	O	O	O

Mes	O	O	O
jambes	O	O	O
fléchirent	O	O	O
,	O	O	O
les	O	O	O
volumes	O	O	O
tombèrent	O	O	O
,	O	O	O
et	O	O	O
je	O	O	O
les	O	O	O
ramassai	O	O	O
,	O	O	O
tandis	O	O	O
que	O	O	O
le	B-PER	O	O
directeur	E-PER	O	O
s'	O	O	O
entretenait	O	O	O
avec	O	O	O
le	B-PER	O	O
maître	E-PER	O	O
.	O	O	O

Déjà	O	O	O
,	O	O	O
les	B-PER	O	O
élèves	I-PER	O	O
des	I-PER	O	O
premiers	I-PER	O	O
bancs	E-PER	O	O
se	O	O	O
tournaient	O	O	O
vers	O	O	O
moi	O	O	O
,	O	O	O
écarlate	O	O	O
,	O	O	O
au	O	O	O
fond	O	O	O
de	O	O	O
la	B-FAC	O	O
classe	E-FAC	O	O
,	O	O	O
car	O	O	O
ils	O	O	O
entendaient	O	O	O
chuchoter	O	O	O
mon	O	O	O
nom	O	O	O
.	O	O	O

Enfin	O	O	O
,	O	O	O
le	B-PER	O	O
directeur	E-PER	O	O
m'	O	O	O
appela	O	O	O
,	O	O	O
et	O	O	O
pour	O	O	O
me	O	O	O
punir	O	O	O
finement	O	O	O
,	O	O	O
tout	O	O	O
en	O	O	O
n'	O	O	O
éveillant	O	O	O
,	O	O	O
croyait	O	O	O
-	O	O	O
il	O	O	O
,	O	O	O
aucune	O	O	O
mauvaise	O	O	O
idée	O	O	O
chez	O	O	O
les	B-PER	O	O
élèves	E-PER	O	O
,	O	O	O
me	O	O	O
félicita	O	O	O
d'	O	O	O
avoir	O	O	O
écrit	O	O	O
une	O	O	O
lettre	O	O	O
de	O	O	O
douze	O	O	O
lignes	O	O	O
sans	O	O	O
aucune	O	O	O
faute	O	O	O
.	O	O	O

Il	O	O	O
me	O	O	O
demanda	O	O	O
si	O	O	O
je	O	O	O
l'	O	O	O
avais	O	O	O
bien	O	O	O
écrite	O	O	O
seul	O	O	O
,	O	O	O
puis	O	O	O
il	O	O	O
me	O	O	O
pria	O	O	O
de	O	O	O
le	O	O	O
suivre	O	O	O
dans	O	O	O
son	B-FAC	O	O
bureau	E-FAC	O	O
.	O	O	O

Nous	O	O	O
n'	O	O	O
y	O	O	O
allâmes	O	O	O
point	O	O	O
.	O	O	O

Il	O	O	O
me	O	O	O
morigéna	O	O	O
dans	O	O	O
la	B-FAC	O	O
cour	E-FAC	O	O
,	O	O	O
sous	O	O	O
l'	O	O	O
averse	O	O	O
.	O	O	O

Ce	O	O	O
qui	O	O	O
troubla	O	O	O
fort	O	O	O
mes	O	O	O
notions	O	O	O
de	O	O	O
morale	O	O	O
,	O	O	O
fut	O	O	O
qu'	O	O	O
il	O	O	O
considérait	O	O	O
comme	O	O	O
aussi	O	O	O
grave	O	O	O
d'	O	O	O
avoir	O	O	O
compromis	O	O	O
la	B-PER	O	O
jeune	I-PER	O	O
fille	E-PER	O	O
(	O	O	O
dont	O	O	O
les	B-PER	O	O
parents	E-PER	O	O
lui	O	O	O
avaient	O	O	O
communiqué	O	O	O
ma	O	O	O
déclaration	O	O	O
)	O	O	O
,	O	O	O
que	O	O	O
d'	O	O	O
avoir	O	O	O
dérobé	O	O	O
une	O	O	O
feuille	O	O	O
de	O	O	O
papier	O	O	O
à	O	O	O
lettres	O	O	O
.	O	O	O

Il	O	O	O
me	O	O	O
menaça	O	O	O
d'	O	O	O
envoyer	O	O	O
cette	O	O	O
feuille	O	O	O
chez	O	O	O
moi	O	O	O
.	O	O	O

Je	O	O	O
le	O	O	O
suppliai	O	O	O
de	O	O	O
n'	O	O	O
en	O	O	O
rien	O	O	O
faire	O	O	O
.	O	O	O

Il	O	O	O
céda	O	O	O
,	O	O	O
mais	O	O	O
me	O	O	O
dit	O	O	O
qu'	O	O	O
il	O	O	O
conservait	O	O	O
la	O	O	O
lettre	O	O	O
,	O	O	O
et	O	O	O
qu'	O	O	O
à	O	O	O
la	O	O	O
première	O	O	O
récidive	O	O	O
il	O	O	O
ne	O	O	O
pourrait	O	O	O
plus	O	O	O
cacher	O	O	O
ma	O	O	O
mauvaise	O	O	O
conduite	O	O	O
.	O	O	O

Ce	O	O	O
mélange	O	O	O
d'	O	O	O
effronterie	O	O	O
et	O	O	O
de	O	O	O
timidité	O	O	O
déroutait	O	O	O
les	O	O	O
miens	O	O	O
et	O	O	O
les	O	O	O
trompait	O	O	O
,	O	O	O
comme	O	O	O
,	O	O	O
à	O	O	O
l'	B-FAC	O	O
école	E-FAC	O	O
,	O	O	O
ma	O	O	O
facilité	O	O	O
,	O	O	O
véritable	O	O	O
paresse	O	O	O
,	O	O	O
me	O	O	O
faisait	O	O	O
prendre	O	O	O
pour	O	O	O
un	B-PER	O	O
bon	I-PER	O	O
élève	E-PER	O	O
.	O	O	O

Je	O	O	O
rentrai	O	O	O
en	O	O	O
classe	S-FAC	O	O
.	O	O	O

Le	B-PER	O	O
professeur	E-PER	O	O
,	O	O	O
ironique	O	O	O
,	O	O	O
m'	O	O	O
appela	O	O	O
Don	B-PER	O	O
Juan	E-PER	O	O
.	O	O	O

J'	O	O	O
en	O	O	O
fus	O	O	O
extrêmement	O	O	O
flatté	O	O	O
,	O	O	O
surtout	O	O	O
de	O	O	O
ce	O	O	O
qu'	O	O	O
il	O	O	O
me	O	O	O
citât	O	O	O
le	B-PER	O	O
nom	I-PER	O	O
d'	I-PER	O	O
une	I-PER	O	O
œuvre	E-PER	O	O
que	O	O	O
je	O	O	O
connaissais	O	O	O
et	O	O	O
que	O	O	O
ne	O	O	O
connaissaient	O	O	O
pas	O	O	O
mes	B-PER	O	O
camarades	E-PER	O	O
.	O	O	O

Son	O	O	O
«	O	O	O
Bonjour	O	O	O
,	O	O	O
Don	B-PER	O	O
Juan	E-PER	O	O
»	O	O	O
et	O	O	O
mon	O	O	O
sourire	O	O	O
entendu	O	O	O
transformèrent	O	O	O
la	B-PER	O	O
classe	E-PER	O	O
à	O	O	O
mon	O	O	O
égard	O	O	O
.	O	O	O

Peut	O	O	O
-	O	O	O
être	O	O	O
avait	O	O	O
-	O	O	O
elle	O	O	O
déjà	O	O	O
su	O	O	O
que	O	O	O
j'	O	O	O
avais	O	O	O
chargé	O	O	O
un	B-PER	O	O
enfant	I-PER	O	O
des	I-PER	O	O
petites	I-PER	O	O
classes	E-PER	O	O
de	O	O	O
porter	O	O	O
une	O	O	O
lettre	O	O	O
à	O	O	O
une	B-PER	O	O
«	I-PER	O	O
fille	I-PER	O	O
»	E-PER	O	O
,	O	O	O
comme	O	O	O
disent	O	O	O
les	B-PER	O	O
écoliers	E-PER	O	O
dans	O	O	O
leur	O	O	O
dur	O	O	O
langage	O	O	O
.	O	O	O

Cet	B-PER	O	O
enfant	E-PER	O	O
s'	O	O	O
appelait	O	O	O
Messager	O	O	O
;	O	O	O
je	O	O	O
ne	O	O	O
l'	O	O	O
avais	O	O	O
pas	O	O	O
élu	O	O	O
d'	O	O	O
après	O	O	O
son	B-PER	O	O
nom	E-PER	O	O
,	O	O	O
mais	O	O	O
,	O	O	O
quand	O	O	O
même	O	O	O
,	O	O	O
ce	B-PER	O	O
nom	E-PER	O	O
m'	O	O	O
avait	O	O	O
inspiré	O	O	O
confiance	O	O	O
.	O	O	O

À	O	O	O
une	O	O	O
heure	O	O	O
,	O	O	O
j'	O	O	O
avais	O	O	O
supplié	O	O	O
le	B-PER	O	O
directeur	E-PER	O	O
de	O	O	O
ne	O	O	O
rien	O	O	O
dire	O	O	O
à	O	O	O
mon	B-PER	O	O
père	E-PER	O	O
;	O	O	O
à	O	O	O
quatre	O	O	O
,	O	O	O
je	O	O	O
brûlais	O	O	O
de	O	O	O
lui	O	O	O
raconter	O	O	O
tout	O	O	O
.	O	O	O

Rien	O	O	O
ne	O	O	O
m'	O	O	O
y	O	O	O
