Madame	O	O	-
de	O	O	-
Hautefort	O	O	-
Voici	O	O	-
maintenant	O	O	-
une	O	O	-
toute	O	O	-
autre	O	O	-
personne	O	O	-
,	O	O	-
qui	O	O	-
va	O	O	-
nous	O	O	-
ramener	O	O	-
parmi	O	O	-
les	O	O	-
mêmes	O	O	-
événemens	B-EVENT	O	18
,	O	O	-
mais	O	O	-
qui	O	O	-
y	O	O	-
portera	O	O	-
un	O	O	-
bien	O	O	-
différent	O	O	-
caractère	O	O	-
.	O	O	-
C'	O	O	-
est	O	O	-
encore	O	O	-
une	O	O	-

mêmes	O	O	-
événemens	B-EVENT	O	2
,	O	O	-
mais	O	O	-
qui	O	O	-
y	O	O	-
portera	O	O	-
un	O	O	-
bien	O	O	-
différent	O	O	-
caractère	O	O	-
.	O	O	-
C'	O	O	-
est	O	O	-
encore	O	O	-
une	O	O	-
ennemie	O	O	-
,	O	O	-
ce	O	O	-
n'	O	O	-
est	O	O	-
plus	O	O	-
une	O	O	-
rivale	O	O	-
de	O	O	-
Richelieu	O	O	-
et	O	O	-
de	O	O	-
Mazarin	O	O	-
.	O	O	-
La	O	O	-
noble	O	O	-

ennemie	O	O	-
,	O	O	-
ce	O	O	-
n'	O	O	-
est	O	O	-
plus	O	O	-
une	O	O	-
rivale	O	O	-
de	O	O	-
Richelieu	O	O	-
et	O	O	-
de	O	O	-
Mazarin	O	O	-
.	O	O	-
La	O	O	-
noble	O	O	-
femme	O	O	-
dont	O	O	-
nous	O	O	-
allons	O	O	-
retracer	O	O	-
la	O	O	-
vie	O	O	-
n'	O	O	-
appartient	O	O	-
point	O	O	-
à	O	O	-
l'	O	O	-
histoire	O	O	-
politique	O	O	-
;	O	O	-
elle	O	O	-

femme	O	O	-
dont	O	O	-
nous	O	O	-
allons	O	O	-
retracer	O	O	-
la	O	O	-
vie	O	O	-
n'	O	O	-
appartient	O	O	-
point	O	O	-
à	O	O	-
l'	O	O	-
histoire	O	O	-
politique	O	O	-
;	O	O	-
elle	O	O	-
n'	O	O	-
est	O	O	-
point	O	O	-
de	O	O	-
la	O	O	-
famille	O	O	-
des	O	O	-
hommes	O	O	-
d'	O	O	-
état	O	O	-
;	O	O	-
elle	O	O	-
n'	B-EVENT	O	29
a	I-EVENT	O	-
point	I-EVENT	O	-
disputé	I-EVENT	O	-

n'	O	O	-
est	O	O	-
point	O	O	-
de	O	O	-
la	O	O	-
famille	O	O	-
des	O	O	-
hommes	O	O	-
d'	O	O	-
état	O	O	-
;	O	O	-
elle	O	O	-
n'	B-EVENT	O	13
a	I-EVENT	O	-
point	I-EVENT	O	-
disputé	I-EVENT	O	-
aux	O	O	-
deux	O	O	-
grands	O	O	-
cardinaux	O	O	-
leur	O	O	-
pouvoir	O	O	-
et	O	O	-
le	O	O	-
gouvernement	O	O	-
de	O	O	-
la	O	O	-
France	O	O	-
;	O	O	-
elle	O	O	-
a	B-EVENT	O	13
refusé	I-EVENT	O	-

aux	O	O	-
deux	O	O	-
grands	O	O	-
cardinaux	O	O	-
leur	O	O	-
pouvoir	O	O	-
et	O	O	-
le	O	O	-
gouvernement	O	O	-
de	O	O	-
la	O	O	-
France	O	O	-
;	O	O	-
elle	O	O	-
a	B-EVENT	O	15
refusé	I-EVENT	O	-
seulement	O	O	-
de	O	O	-
leur	O	O	-
livrer	B-EVENT	O	15
son	I-EVENT	O	-
âme	I-EVENT	O	-
,	O	O	-
de	O	O	-
trahir	B-EVENT	O	15
pour	O	O	-
eux	O	O	-
ses	O	O	-
amis	O	O	-
et	O	O	-
sa	O	O	-
cause	O	O	-

seulement	O	O	-
de	O	O	-
leur	O	O	-
livrer	B-EVENT	O	4
son	I-EVENT	O	-
âme	I-EVENT	O	-
,	O	O	-
de	O	O	-
trahir	B-EVENT	O	4
pour	O	O	-
eux	O	O	-
ses	O	O	-
amis	O	O	-
et	O	O	-
sa	O	O	-
cause	O	O	-
,	O	O	-
cette	O	O	-
cause	O	O	-
qui	O	O	-
lui	O	O	-
semblait	O	O	-
celle	O	O	-
de	O	O	-
la	O	O	-
religion	O	O	-
et	O	O	-
de	O	O	-
la	O	O	-
vertu	O	O	-
.	O	O	-
Son	O	O	-

,	O	O	-
cette	O	O	-
cause	O	O	-
qui	O	O	-
lui	O	O	-
semblait	O	O	-
celle	O	O	-
de	O	O	-
la	O	O	-
religion	O	O	-
et	O	O	-
de	O	O	-
la	O	O	-
vertu	O	O	-
.	O	O	-
Son	O	O	-
grand	O	O	-
cœur	O	O	-
,	O	O	-
qu'	O	O	-
animait	O	O	-
une	O	O	-
flamme	O	O	-
héroïque	O	O	-
et	O	O	-
que	O	O	-
servaient	O	O	-
une	O	O	-
merveilleuse	O	O	-
beauté	O	O	-
et	O	O	-
un	O	O	-

grand	O	O	-
cœur	O	O	-
,	O	O	-
qu'	O	O	-
animait	O	O	-
une	O	O	-
flamme	O	O	-
héroïque	O	O	-
et	O	O	-
que	O	O	-
servaient	O	O	-
une	O	O	-
merveilleuse	O	O	-
beauté	O	O	-
et	O	O	-
un	O	O	-
esprit	O	O	-
adorable	O	O	-
,	O	O	-
toujours	O	O	-
contenu	O	O	-
par	O	O	-
la	O	O	-
dignité	O	O	-
et	O	O	-
la	O	O	-
pudeur	O	O	-
,	O	O	-
a	O	O	-
paru	O	O	-
surtout	O	O	-
dans	O	O	-

esprit	O	O	-
adorable	O	O	-
,	O	O	-
toujours	O	O	-
contenu	O	O	-
par	O	O	-
la	O	O	-
dignité	O	O	-
et	O	O	-
la	O	O	-
pudeur	O	O	-
,	O	O	-
a	O	O	-
paru	O	O	-
surtout	O	O	-
dans	O	O	-
ses	O	O	-
sacrifices	O	O	-
.	O	O	-
Après	O	O	-
avoir	O	O	-
été	O	O	-
la	O	O	-
favorite	O	O	-
d'	O	O	-
un	O	O	-
roi	O	O	-
,	O	O	-
l'	O	O	-
amie	O	O	-
d'	O	O	-
