Adèle	O	-
Bourgeois	O	-
Némoville	O	-
Beauregard	O	-
,	O	-
1917	O	-
(	O	-
pp	O	-
.	O	-
9	O	-
-	O	-
13	O	-
)	O	-
.	O	-
Chapitre	O	-
I	O	-
.	O	-
L'	O	-
Abbé	O	-
Bernard	O	-
On	O	-
était	O	-
au	O	-
vingt	O	-
-	O	-
quatre	O	-
octobre	O	-
1875	O	-
,	O	-
à	O	-
huit	O	-
heures	O	-

.	O	-
L'	O	-
Abbé	O	-
Bernard	O	-
On	O	-
était	O	-
au	O	-
vingt	O	-
-	O	-
quatre	O	-
octobre	O	-
1875	O	-
,	O	-
à	O	-
huit	O	-
heures	O	-
du	O	-
soir	O	-
.	O	-
La	O	-
soirée	O	-
était	O	-
magnifique	O	-
,	O	-
quoiqu'	O	-
un	O	-
peu	O	-
fraîche	O	-
.	O	-
Dans	O	-
les	O	-
allées	O	-

du	O	-
soir	O	-
.	O	-
La	O	-
soirée	O	-
était	O	-
magnifique	O	-
,	O	-
quoiqu'	O	-
un	O	-
peu	O	-
fraîche	O	-
.	O	-
Dans	O	-
les	O	-
allées	O	-
d'	O	-
un	O	-
jardin	O	-
,	O	-
qui	O	-
contenait	O	-
encore	O	-
quelques	O	-
fleurs	O	-
tardives	O	-
,	O	-
un	O	-
prêtre	O	-
se	B-EVENT	30
promenait	I-EVENT	-
en	O	-

d'	O	-
un	O	-
jardin	O	-
,	O	-
qui	O	-
contenait	O	-
encore	O	-
quelques	O	-
fleurs	O	-
tardives	O	-
,	O	-
un	O	-
prêtre	O	-
se	B-EVENT	14
promenait	I-EVENT	-
en	O	-
récitant	B-EVENT	14
dévotement	O	-
son	O	-
rosaire	O	-
.	O	-
Ce	O	-
prêtre	O	-
pouvait	O	-
avoir	O	-
quarante	O	-
ans	O	-
,	O	-
ou	O	-
quarante	O	-
-	O	-
cinq	O	-

récitant	B-EVENT	1
dévotement	O	-
son	O	-
rosaire	O	-
.	O	-
Ce	O	-
prêtre	O	-
pouvait	O	-
avoir	O	-
quarante	O	-
ans	O	-
,	O	-
ou	O	-
quarante	O	-
-	O	-
cinq	O	-
,	O	-
peut	O	-
-	O	-
être	O	-
.	O	-
Sa	O	-
figure	O	-
intelligente	O	-
et	O	-
belle	O	-
,	O	-
était	O	-
jeune	O	-
encore	O	-
,	O	-
quoique	O	-

,	O	-
peut	O	-
-	O	-
être	O	-
.	O	-
Sa	O	-
figure	O	-
intelligente	O	-
et	O	-
belle	O	-
,	O	-
était	O	-
jeune	O	-
encore	O	-
,	O	-
quoique	O	-
des	O	-
cheveux	O	-
blancs	O	-
se	O	-
mêlassent	O	-
à	O	-
ses	O	-
cheveux	O	-
blonds	O	-
.	O	-
Ce	O	-
prêtre	O	-
c'	O	-
était	O	-
l'	O	-
abbé	O	-

des	O	-
cheveux	O	-
blancs	O	-
se	O	-
mêlassent	O	-
à	O	-
ses	O	-
cheveux	O	-
blonds	O	-
.	O	-
Ce	O	-
prêtre	O	-
c'	O	-
était	O	-
l'	O	-
abbé	O	-
Bernard	O	-
.	O	-
Sa	O	-
santé	O	-
chancelante	O	-
ne	O	-
lui	O	-
permettait	O	-
pas	O	-
d'	O	-
exercer	O	-
le	O	-
saint	O	-
ministère	O	-
,	O	-
et	O	-

Bernard	O	-
.	O	-
Sa	O	-
santé	O	-
chancelante	O	-
ne	O	-
lui	O	-
permettait	O	-
pas	O	-
d'	O	-
exercer	O	-
le	O	-
saint	O	-
ministère	O	-
,	O	-
et	O	-
il	O	-
était	O	-
en	O	-
visite	O	-
chez	O	-
un	O	-
curé	O	-
de	O	-
ses	O	-
amis	O	-
.	O	-
Sans	O	-
doute	O	-
l'	O	-
abbé	O	-
Bernard	O	-

il	O	-
était	O	-
en	O	-
visite	O	-
chez	O	-
un	O	-
curé	O	-
de	O	-
ses	O	-
amis	O	-
.	O	-
Sans	O	-
doute	O	-
l'	O	-
abbé	O	-
Bernard	O	-
était	O	-
toujours	O	-
prêt	O	-
à	O	-
accourir	O	-
au	O	-
chevet	O	-
d'	O	-
un	O	-
mourant	O	-
et	O	-
,	O	-
quoiqu'	O	-
il	O	-
fût	O	-
au	O	-

était	O	-
toujours	O	-
prêt	O	-
à	O	-
accourir	O	-
au	O	-
chevet	O	-
d'	O	-
un	O	-
mourant	O	-
et	O	-
,	O	-
quoiqu'	O	-
il	O	-
fût	O	-
au	O	-
repos	O	-
complet	O	-
,	O	-
il	O	-
ne	O	-
se	O	-
laissait	O	-
pas	O	-
aller	O	-
à	O	-
l'	O	-
inaction	O	-
.	O	-
Le	O	-
jardin	O	-
où	O	-

repos	O	-
complet	O	-
,	O	-
il	O	-
ne	O	-
se	O	-
laissait	O	-
pas	O	-
aller	O	-
à	O	-
l'	O	-
inaction	O	-
.	O	-
Le	O	-
jardin	O	-
où	O	-
l'	O	-
abbé	O	-
Bernard	O	-
se	B-EVENT	20
promenait	I-EVENT	-
,	O	-
en	O	-
ce	O	-
soir	O	-
d'	O	-
octobre	O	-
,	O	-
appartenait	O	-
au	O	-
presbytère	O	-
,	O	-

l'	O	-
abbé	O	-
Bernard	O	-
se	B-EVENT	4
promenait	I-EVENT	-
,	O	-
en	O	-
ce	O	-
soir	O	-
d'	O	-
octobre	O	-
,	O	-
appartenait	O	-
au	O	-
presbytère	O	-
,	O	-
et	O	-
il	O	-
était	O	-
situé	O	-
sur	O	-
le	O	-
bord	O	-
de	O	-
l'	O	-
Océan	O	-
.	O	-
Les	O	-
flots	O	-
de	O	-
l'	O	-
Atlantique	O	-

et	O	-
il	O	-
était	O	-
situé	O	-
sur	O	-
le	O	-
bord	O	-
de	O	-
l'	O	-
Océan	O	-
.	O	-
Les	O	-
flots	O	-
de	O	-
l'	O	-
Atlantique	O	-
venaient	O	-
battre	O	-
aux	O	-
confins	O	-
mêmes	O	-
du	O	-
jardin	O	-
.	O	-
L'	O	-
abbé	O	-
aimait	O	-
à	O	-
contempler	O	-
l'	O	-
immensité	O	-
,	O	-

venaient	O	-
battre	O	-
aux	O	-
confins	O	-
mêmes	O	-
du	O	-
jardin	O	-
.	O	-
L'	O	-
abbé	O	-
aimait	O	-
à	O	-
contempler	O	-
l'	O	-
immensité	O	-
,	O	-
qui	O	-
le	O	-
portait	O	-
à	O	-
méditer	O	-
sur	O	-
la	O	-
grandeur	O	-
et	O	-
la	O	-
puissance	O	-
du	O	-
Créateur	O	-
.	O	-
Rien	O	-
,	O	-

qui	O	-
le	O	-
portait	O	-
à	O	-
méditer	O	-
sur	O	-
la	O	-
grandeur	O	-
et	O	-
la	O	-
puissance	O	-
du	O	-
Créateur	O	-
.	O	-
Rien	O	-
,	O	-
pour	O	-
lui	O	-
,	O	-
n'	O	-
était	O	-
plus	O	-
impressionnant	O	-
que	O	-
l'	O	-
Océan	O	-
,	O	-
car	O	-
rien	O	-
,	O	-
selon	O	-
lui	O	-

pour	O	-
lui	O	-
,	O	-
n'	O	-
était	O	-
plus	O	-
impressionnant	O	-
que	O	-
l'	O	-
Océan	O	-
,	O	-
car	O	-
rien	O	-
,	O	-
selon	O	-
lui	O	-
,	O	-
ne	O	-
parlait	O	-
plus	O	-
hautement	O	-
de	O	-
Dieu	O	-
.	O	-
La	O	-
mer	O	-
avait	O	-
toujours	O	-
eu	O	-
un	O	-
puissant	O	-
attrait	O	-

,	O	-
ne	O	-
parlait	O	-
plus	O	-
hautement	O	-
de	O	-
Dieu	O	-
.	O	-
La	O	-
mer	O	-
avait	O	-
toujours	O	-
eu	O	-
un	O	-
puissant	O	-
attrait	O	-
pour	O	-
l'	O	-
abbé	O	-
Bernard	O	-
:	O	-
s'	O	-
il	O	-
ne	O	-
s'	O	-
était	O	-
pas	O	-
consacré	O	-
au	O	-
sacerdoce	O	-
,	O	-
il	O	-

pour	O	-
l'	O	-
abbé	O	-
Bernard	O	-
:	O	-
s'	O	-
il	O	-
ne	O	-
s'	O	-
était	O	-
pas	O	-
consacré	O	-
au	O	-
sacerdoce	O	-
,	O	-
il	O	-
n'	O	-
