Bouvard	O	O	-
et	O	O	-
Pécuchet	O	O	-
,	O	O	-
éd	O	O	-
.	O	O	-
Conard	O	O	-
,	O	O	-
1910	O	O	-
3	O	O	-
1	O	O	-
-	O	O	-
I	O	O	-
Comme	O	O	-
il	O	O	-
faisait	O	O	-
une	O	O	-
chaleur	B-EVENT	O	18
de	O	O	-
33	O	O	-
degrés	O	O	-
,	O	O	-
le	O	O	-
boulevard	O	O	-
Bourdon	O	O	-
se	O	O	-
trouvait	O	O	-
absolument	O	O	-
désert	O	O	-
.	O	O	-
Plus	O	O	-
bas	O	O	-

une	O	O	-
chaleur	B-EVENT	O	2
de	O	O	-
33	O	O	-
degrés	O	O	-
,	O	O	-
le	O	O	-
boulevard	O	O	-
Bourdon	O	O	-
se	O	O	-
trouvait	O	O	-
absolument	O	O	-
désert	O	O	-
.	O	O	-
Plus	O	O	-
bas	O	O	-
,	O	O	-
le	O	O	-
canal	O	O	-
Saint	O	O	-
-	O	O	-
Martin	O	O	-
,	O	O	-
fermé	O	O	-
par	O	O	-
les	O	O	-
deux	O	O	-
écluses	O	O	-
,	O	O	-
étalait	O	O	-
en	O	O	-
ligne	O	O	-

,	O	O	-
le	O	O	-
canal	O	O	-
Saint	O	O	-
-	O	O	-
Martin	O	O	-
,	O	O	-
fermé	O	O	-
par	O	O	-
les	O	O	-
deux	O	O	-
écluses	O	O	-
,	O	O	-
étalait	O	O	-
en	O	O	-
ligne	O	O	-
droite	O	O	-
son	O	O	-
eau	O	O	-
couleur	O	O	-
d'	O	O	-
encre	O	O	-
.	O	O	-
Il	O	O	-
y	O	O	-
avait	O	O	-
au	O	O	-
milieu	O	O	-
un	O	O	-
bateau	O	O	-
plein	O	O	-
de	O	O	-

droite	O	O	-
son	O	O	-
eau	O	O	-
couleur	O	O	-
d'	O	O	-
encre	O	O	-
.	O	O	-
Il	O	O	-
y	O	O	-
avait	O	O	-
au	O	O	-
milieu	O	O	-
un	O	O	-
bateau	O	O	-
plein	O	O	-
de	O	O	-
bois	O	O	-
,	O	O	-
et	O	O	-
sur	O	O	-
la	O	O	-
berge	O	O	-
deux	O	O	-
rangs	O	O	-
de	O	O	-
barriques	O	O	-
.	O	O	-
Au	O	O	-
delà	O	O	-
du	O	O	-
canal	O	O	-
,	O	O	-

bois	O	O	-
,	O	O	-
et	O	O	-
sur	O	O	-
la	O	O	-
berge	O	O	-
deux	O	O	-
rangs	O	O	-
de	O	O	-
barriques	O	O	-
.	O	O	-
Au	O	O	-
delà	O	O	-
du	O	O	-
canal	O	O	-
,	O	O	-
entre	O	O	-
les	O	O	-
maisons	O	O	-
que	O	O	-
séparent	O	O	-
des	O	O	-
chantiers	O	O	-
,	O	O	-
le	O	O	-
grand	O	O	-
ciel	O	O	-
pur	O	O	-
se	O	O	-
découpait	O	O	-
en	O	O	-
plaques	O	O	-

entre	O	O	-
les	O	O	-
maisons	O	O	-
que	O	O	-
séparent	O	O	-
des	O	O	-
chantiers	O	O	-
,	O	O	-
le	O	O	-
grand	O	O	-
ciel	O	O	-
pur	O	O	-
se	O	O	-
découpait	O	O	-
en	O	O	-
plaques	O	O	-
d'	O	O	-
outremer	O	O	-
,	O	O	-
et	O	O	-
sous	O	O	-
la	O	O	-
réverbération	O	O	-
du	O	O	-
soleil	O	O	-
,	O	O	-
les	O	O	-
façades	O	O	-
blanches	O	O	-
,	O	O	-
les	O	O	-
toits	O	O	-

d'	O	O	-
outremer	O	O	-
,	O	O	-
et	O	O	-
sous	O	O	-
la	O	O	-
réverbération	O	O	-
du	O	O	-
soleil	O	O	-
,	O	O	-
les	O	O	-
façades	O	O	-
blanches	O	O	-
,	O	O	-
les	O	O	-
toits	O	O	-
d'	O	O	-
ardoises	O	O	-
,	O	O	-
les	O	O	-
quais	O	O	-
de	O	O	-
granit	O	O	-
éblouissaient	O	O	-
.	O	O	-
Une	O	O	-
rumeur	B-EVENT	O	27
confuse	O	O	-
montait	O	O	-
au	O	O	-
loin	O	O	-
dans	O	O	-

d'	O	O	-
ardoises	O	O	-
,	O	O	-
les	O	O	-
quais	O	O	-
de	O	O	-
granit	O	O	-
éblouissaient	O	O	-
.	O	O	-
Une	O	O	-
rumeur	B-EVENT	O	11
confuse	O	O	-
montait	O	O	-
au	O	O	-
loin	O	O	-
dans	O	O	-
l'	O	O	-
atmosphère	O	O	-
tiède	O	O	-
;	O	O	-
et	O	O	-
tout	O	O	-
semblait	O	O	-
engourdi	O	O	-
par	O	O	-
le	O	O	-
désœuvrement	O	O	-
du	O	O	-
dimanche	O	O	-
et	O	O	-
la	O	O	-
tristesse	O	O	-

l'	O	O	-
atmosphère	O	O	-
tiède	O	O	-
;	O	O	-
et	O	O	-
tout	O	O	-
semblait	O	O	-
engourdi	O	O	-
par	O	O	-
le	O	O	-
désœuvrement	O	O	-
du	O	O	-
dimanche	O	O	-
et	O	O	-
la	O	O	-
tristesse	O	O	-
des	O	O	-
jours	O	O	-
d'	O	O	-
été	O	O	-
.	O	O	-
Deux	O	O	-
hommes	O	O	-
parurent	B-EVENT	O	24
.	O	O	-
L'	O	O	-
un	O	O	-
venait	B-EVENT	O	24
de	O	O	-
la	O	O	-
Bastille	O	O	-
,	O	O	-

des	O	O	-
jours	O	O	-
d'	O	O	-
été	O	O	-
.	O	O	-
Deux	O	O	-
hommes	O	O	-
