LA	O	-
MORTE	O	-
AMOUREUSE	O	-
Vous	O	-
me	O	-
demandez	O	-
,	O	-
frère	O	-
,	O	-
si	O	-
j'	O	-
ai	O	-
aimé	O	-
;	O	-
oui	O	-
.	O	-
—	O	-
C'	O	-
est	O	-
une	O	-
histoire	O	-
singulière	O	-
et	O	-
terrible	O	-
,	O	-
et	O	-
,	O	-
quoique	O	-
j'	O	-
aie	O	-
soixante	O	-
-	O	-

—	O	-
C'	O	-
est	O	-
une	O	-
histoire	O	-
singulière	O	-
et	O	-
terrible	O	-
,	O	-
et	O	-
,	O	-
quoique	O	-
j'	O	-
aie	O	-
soixante	O	-
-	O	-
six	O	-
ans	O	-
,	O	-
j'	O	-
ose	O	-
à	O	-
peine	O	-
remuer	O	-
la	O	-
cendre	O	-
de	O	-
ce	O	-
souvenir	O	-
.	O	-
Je	O	-
ne	O	-

six	O	-
ans	O	-
,	O	-
j'	O	-
ose	O	-
à	O	-
peine	O	-
remuer	O	-
la	O	-
cendre	O	-
de	O	-
ce	O	-
souvenir	O	-
.	O	-
Je	O	-
ne	O	-
veux	O	-
rien	O	-
vous	O	-
refuser	O	-
,	O	-
mais	O	-
je	O	-
ne	O	-
ferais	O	-
pas	O	-
à	O	-
une	O	-
âme	O	-
moins	O	-
éprouvée	O	-
un	O	-

veux	O	-
rien	O	-
vous	O	-
refuser	O	-
,	O	-
mais	O	-
je	O	-
ne	O	-
ferais	O	-
pas	O	-
à	O	-
une	O	-
âme	O	-
moins	O	-
éprouvée	O	-
un	O	-
pareil	O	-
récit	O	-
.	O	-
Ce	O	-
sont	O	-
des	O	-
événements	O	-
si	O	-
étranges	O	-
,	O	-
que	O	-
je	O	-
ne	O	-
puis	O	-
croire	O	-
qu'	O	-

pareil	O	-
récit	O	-
.	O	-
Ce	O	-
sont	O	-
des	O	-
événements	O	-
si	O	-
étranges	O	-
,	O	-
que	O	-
je	O	-
ne	O	-
puis	O	-
croire	O	-
qu'	O	-
ils	O	-
me	O	-
soient	O	-
arrivés	O	-
.	O	-
J'	O	-
ai	O	-
été	O	-
pendant	O	-
plus	O	-
de	O	-
trois	O	-
ans	O	-
le	O	-
jouet	O	-
d'	O	-

ils	O	-
me	O	-
soient	O	-
arrivés	O	-
.	O	-
J'	O	-
ai	O	-
été	O	-
pendant	O	-
plus	O	-
de	O	-
trois	O	-
ans	O	-
le	O	-
jouet	O	-
d'	O	-
une	O	-
illusion	O	-
singulière	O	-
et	O	-
diabolique	O	-
.	O	-
Moi	O	-
,	O	-
pauvre	O	-
prêtre	O	-
de	O	-
campagne	O	-
,	O	-
j'	O	-
ai	O	-
mené	O	-

une	O	-
illusion	O	-
singulière	O	-
et	O	-
diabolique	O	-
.	O	-
Moi	O	-
,	O	-
pauvre	O	-
prêtre	O	-
de	O	-
campagne	O	-
,	O	-
j'	O	-
ai	O	-
mené	O	-
en	O	-
rêve	O	-
toutes	O	-
les	O	-
nuits	O	-
(	O	-
Dieu	O	-
veuille	O	-
que	O	-
ce	O	-
soit	O	-
un	O	-
rêve	O	-
!	O	-
)	O	-
une	O	-

en	O	-
rêve	O	-
toutes	O	-
les	O	-
nuits	O	-
(	O	-
Dieu	O	-
veuille	O	-
que	O	-
ce	O	-
soit	O	-
un	O	-
rêve	O	-
!	O	-
)	O	-
une	O	-
vie	O	-
de	O	-
damné	O	-
,	O	-
une	O	-
vie	O	-
de	O	-
mondain	O	-
et	O	-
de	O	-
Sardanapale	O	-
.	O	-
Un	O	-
seul	O	-
regard	O	-
trop	O	-

vie	O	-
de	O	-
damné	O	-
,	O	-
une	O	-
vie	O	-
de	O	-
mondain	O	-
et	O	-
de	O	-
Sardanapale	O	-
.	O	-
Un	O	-
seul	O	-
regard	O	-
trop	O	-
plein	O	-
de	O	-
complaisance	O	-
jeté	O	-
sur	O	-
une	O	-
femme	O	-
pensa	O	-
causer	O	-
la	O	-
perte	O	-
de	O	-
mon	O	-
âme	O	-
;	O	-
mais	O	-

plein	O	-
de	O	-
complaisance	O	-
jeté	O	-
sur	O	-
une	O	-
femme	O	-
pensa	O	-
causer	O	-
la	O	-
perte	O	-
de	O	-
mon	O	-
âme	O	-
;	O	-
mais	O	-
enfin	O	-
,	O	-
avec	O	-
l'	O	-
aide	O	-
de	O	-
Dieu	O	-
et	O	-
de	O	-
mon	O	-
saint	O	-
patron	O	-
,	O	-
je	O	-
suis	O	-
parvenu	O	-

enfin	O	-
,	O	-
avec	O	-
l'	O	-
aide	O	-
de	O	-
Dieu	O	-
et	O	-
de	O	-
mon	O	-
saint	O	-
patron	O	-
,	O	-
je	O	-
suis	O	-
parvenu	O	-
à	O	-
chasser	O	-
l'	O	-
esprit	O	-
malin	O	-
qui	O	-
s'	O	-
était	O	-
emparé	O	-
de	O	-
moi	O	-
.	O	-
Mon	O	-
existence	O	-
s'	O	-
était	O	-

à	O	-
chasser	O	-
l'	O	-
esprit	O	-
malin	O	-
qui	O	-
s'	O	-
était	O	-
emparé	O	-
de	O	-
moi	O	-
.	O	-
Mon	O	-
existence	O	-
s'	O	-
était	O	-
compliquée	O	-
d'	O	-
une	O	-
existence	O	-
nocturne	O	-
entièrement	O	-
différente	O	-
.	O	-
Le	O	-
jour	O	-
,	O	-
j'	O	-
étais	O	-
un	O	-
prêtre	O	-
du	O	-

compliquée	O	-
d'	O	-
une	O	-
existence	O	-
nocturne	O	-
entièrement	O	-
différente	O	-
.	O	-
Le	O	-
jour	O	-
,	O	-
j'	O	-
étais	O	-
un	O	-
prêtre	O	-
du	O	-
Seigneur	O	-
,	O	-
chaste	O	-
,	O	-
occupé	O	-
de	O	-
la	O	-
prière	O	-
et	O	-
des	O	-
choses	O	-
saintes	O	-
;	O	-
la	O	-
nuit	O	-
,	O	-

Seigneur	O	-
,	O	-
chaste	O	-
,	O	-
occupé	O	-
de	O	-
la	O	-
prière	O	-
et	O	-
des	O	-
choses	O	-
saintes	O	-
;	O	-
la	O	-
nuit	O	-
,	O	-
dès	O	-
que	O	-
j'	O	-
avais	O	-
fermé	O	-
les	O	-
yeux	O	-
,	O	-
je	O	-
devenais	O	-
un	O	-
jeune	O	-
seigneur	O	-
,	O	-
fin	O	-
connaisseur	O	-

dès	O	-
que	O	-
j'	O	-
avais	O	-
fermé	O	-
les	O	-
yeux	O	-
,	O	-
je	O	-
devenais	O	-
un	O	-
jeune	O	-
seigneur	O	-
,	O	-
fin	O	-
connaisseur	O	-
en	O	-
femmes	O	-
,	O	-
en	O	-
chiens	O	-
et	O	-
en	O	-
chevaux	O	-
,	O	-
jouant	O	-
aux	O	-
dés	O	-
,	O	-
buvant	O	-
et	O	-
blasphémant	O	-

en	O	-
femmes	O	-
,	O	-
en	O	-
chiens	O	-
et	O	-
en	O	-
chevaux	O	-
,	O	-
jouant	O	-
aux	O	-
dés	O	-
,	O	-
buvant	O	-
et	O	-
blasphémant	O	-
;	O	-
et	O	-
lorsqu'	O	-
