L'	O	-
aube	O	-
Dianzi	O	-
,	O	-
nell'	O	-
alba	O	-
che	O	-
precede	O	-
al	O	-
giorno	O	-
Quando	O	-
l'	O	-
anima	O	-
tua	O	-
dentro	O	-
dormia	O	-
.	O	-
.	O	-
.	O	-
PURG	O	-
.	O	-
IX	O	-
I	O	-
.	O	-
Come	O	-
,	O	-
quando	O	-
i	O	-
vapori	O	-
umidi	O	-
e	O	-
spessi	O	-

.	O	-
.	O	-
.	O	-
PURG	O	-
.	O	-
IX	O	-
I	O	-
.	O	-
Come	O	-
,	O	-
quando	O	-
i	O	-
vapori	O	-
umidi	O	-
e	O	-
spessi	O	-
A	O	-
diradar	O	-
cominciansi	O	-
,	O	-
la	O	-
spera	O	-
Del	O	-
sol	O	-
debilemente	O	-
entra	O	-
per	O	-
essi	O	-
…	O	-
PURG	O	-
.	O	-
XVII	O	-

A	O	-
diradar	O	-
cominciansi	O	-
,	O	-
la	O	-
spera	O	-
Del	O	-
sol	O	-
debilemente	O	-
entra	O	-
per	O	-
essi	O	-
…	O	-
PURG	O	-
.	O	-
XVII	O	-
.	O	-
Le	O	-
grondement	B-EVENT	19
du	O	-
fleuve	O	-
monte	O	-
derrière	O	-
la	O	-
maison	O	-
.	O	-
La	O	-
pluie	B-EVENT	19
bat	O	-
les	O	-
carreaux	O	-
depuis	O	-

.	O	-
Le	O	-
grondement	B-EVENT	3
du	O	-
fleuve	O	-
monte	O	-
derrière	O	-
la	O	-
maison	O	-
.	O	-
La	O	-
pluie	B-EVENT	3
bat	O	-
les	O	-
carreaux	O	-
depuis	O	-
le	O	-
commencement	O	-
du	O	-
jour	O	-
.	O	-
Une	O	-
buée	O	-
d'	O	-
eau	O	-
ruisselle	O	-
sur	O	-
la	O	-
vitre	O	-
au	O	-
coin	O	-
fêlé	O	-

le	O	-
commencement	O	-
du	O	-
jour	O	-
.	O	-
Une	O	-
buée	O	-
d'	O	-
eau	O	-
ruisselle	O	-
sur	O	-
la	O	-
vitre	O	-
au	O	-
coin	O	-
fêlé	O	-
.	O	-
Le	O	-
jour	O	-
jaunâtre	O	-
s'	B-EVENT	21
éteint	I-EVENT	-
.	O	-
Il	O	-
fait	O	-
tiède	O	-
