Émile	O	-
Zola	O	-
Le	O	-
Ventre	O	-
de	O	-
Paris	O	-
(	O	-
1873	O	-
)	O	-
G	O	-
.	O	-
Charpentier	O	-
,	O	-
1878	O	-
(	O	-
pp	O	-
.	O	-
1	O	-
-	O	-
45	O	-
)	O	-
I	O	-
Au	O	-
milieu	O	-
du	O	-
grand	O	-
silence	B-EVENT	27
,	O	-
et	O	-
dans	O	-
le	O	-
désert	O	-

.	O	-
1	O	-
-	O	-
45	O	-
)	O	-
I	O	-
Au	O	-
milieu	O	-
du	O	-
grand	O	-
silence	B-EVENT	11
,	O	-
et	O	-
dans	O	-
le	O	-
désert	O	-
de	O	-
l'	O	-
avenue	O	-
,	O	-
les	O	-
voitures	O	-
de	O	-
maraîchers	O	-
montaient	B-EVENT	11
vers	O	-
Paris	O	-
,	O	-
avec	O	-
les	O	-
cahots	B-EVENT	11
rythmés	O	-

de	O	-
l'	O	-
avenue	O	-
,	O	-
les	O	-
voitures	O	-
de	O	-
maraîchers	O	-
montaient	B-EVENT	9
vers	O	-
Paris	O	-
,	O	-
avec	O	-
les	O	-
cahots	B-EVENT	9
rythmés	O	-
de	O	-
leurs	O	-
roues	O	-
,	O	-
dont	O	-
les	O	-
échos	B-EVENT	9
battaient	O	-
les	O	-
façades	O	-
des	O	-
maisons	O	-
,	O	-
endormies	O	-
aux	O	-
deux	O	-

de	O	-
leurs	O	-
roues	O	-
,	O	-
dont	O	-
les	O	-
échos	B-EVENT	7
battaient	O	-
les	O	-
façades	O	-
des	O	-
maisons	O	-
,	O	-
endormies	O	-
aux	O	-
deux	O	-
bords	O	-
,	O	-
derrière	O	-
les	O	-
lignes	O	-
confuses	O	-
des	O	-
ormes	O	-
.	O	-
Un	O	-
tombereau	O	-
de	O	-
choux	O	-
et	O	-
un	O	-
tombereau	O	-

bords	O	-
,	O	-
derrière	O	-
les	O	-
lignes	O	-
confuses	O	-
des	O	-
ormes	O	-
.	O	-
Un	O	-
tombereau	O	-
de	O	-
choux	O	-
et	O	-
un	O	-
tombereau	O	-
de	O	-
pois	O	-
,	O	-
au	O	-
pont	O	-
de	O	-
Neuilly	O	-
,	O	-
s'	B-EVENT	25
étaient	I-EVENT	-
joints	I-EVENT	-
aux	O	-
huit	O	-
voitures	O	-
de	O	-
navets	O	-

de	O	-
pois	O	-
,	O	-
au	O	-
pont	O	-
de	O	-
Neuilly	O	-
,	O	-
s'	B-EVENT	9
étaient	I-EVENT	-
joints	I-EVENT	-
aux	O	-
huit	O	-
voitures	O	-
de	O	-
navets	O	-
et	O	-
de	O	-
carottes	O	-
qui	O	-
descendaient	B-EVENT	9
de	O	-
Nanterre	O	-
;	O	-
et	O	-
les	O	-
chevaux	O	-
allaient	O	-
tout	O	-
seuls	O	-
,	O	-
la	O	-

et	O	-
de	O	-
carottes	O	-
qui	O	-
descendaient	B-EVENT	5
de	O	-
Nanterre	O	-
;	O	-
et	O	-
les	O	-
chevaux	O	-
allaient	O	-
tout	O	-
seuls	O	-
,	O	-
la	O	-
tête	O	-
basse	O	-
,	O	-
de	O	-
leur	O	-
allure	B-EVENT	5
continue	B-EVENT	5
et	O	-
paresseuse	B-EVENT	5
,	O	-
que	O	-
la	O	-
montée	O	-
ralentissait	O	-
encore	O	-
.	O	-

tête	O	-
basse	O	-
,	O	-
de	O	-
leur	O	-
allure	B-EVENT	6
continue	B-EVENT	6
et	O	-
paresseuse	B-EVENT	6
,	O	-
que	O	-
la	O	-
montée	O	-
ralentissait	O	-
encore	O	-
.	O	-
En	O	-
haut	O	-
,	O	-
sur	O	-
la	O	-
charge	O	-
des	O	-
légumes	O	-
,	O	-
allongés	O	-
à	O	-
plat	O	-
ventre	O	-
,	O	-
couverts	O	-
de	O	-

En	O	-
haut	O	-
,	O	-
sur	O	-
la	O	-
charge	O	-
des	O	-
légumes	O	-
,	O	-
allongés	O	-
à	O	-
plat	O	-
ventre	O	-
,	O	-
couverts	O	-
de	O	-
leur	O	-
limousine	O	-
à	O	-
petites	O	-
raies	O	-
noires	O	-
et	O	-
grises	O	-
,	O	-
les	O	-
charretiers	O	-
sommeillaient	B-EVENT	28
,	O	-
les	O	-
guides	O	-
aux	O	-

leur	O	-
limousine	O	-
à	O	-
petites	O	-
raies	O	-
noires	O	-
et	O	-
grises	O	-
,	O	-
les	O	-
charretiers	O	-
sommeillaient	B-EVENT	12
,	O	-
les	O	-
guides	O	-
aux	O	-
poignets	O	-
.	O	-
Un	O	-
bec	O	-
de	O	-
gaz	O	-
,	O	-
au	O	-
sortir	O	-
d'	O	-
une	O	-
nappe	O	-
d'	O	-
ombre	O	-
,	O	-
éclairait	O	-

poignets	O	-
.	O	-
Un	O	-
bec	O	-
de	O	-
gaz	O	-
,	O	-
au	O	-
sortir	O	-
d'	O	-
une	O	-
nappe	O	-
d'	O	-
ombre	O	-
,	O	-
éclairait	O	-
les	O	-
clous	O	-
d'	O	-
un	O	-
soulier	O	-
,	O	-
la	O	-
manche	O	-
bleue	O	-
d'	O	-
une	O	-
blouse	O	-
,	O	-
le	O	-
bout	O	-
d'	O	-

les	O	-
clous	O	-
d'	O	-
un	O	-
soulier	O	-
,	O	-
la	O	-
manche	O	-
bleue	O	-
d'	O	-
une	O	-
blouse	O	-
,	O	-
le	O	-
bout	O	-
d'	O	-
une	O	-
casquette	O	-
,	O	-
entrevus	O	-
dans	O	-
cette	O	-
floraison	O	-
énorme	O	-
des	O	-
bouquets	O	-
rouges	O	-
des	O	-
carottes	O	-
,	O	-
des	O	-
bouquets	O	-

une	O	-
casquette	O	-
,	O	-
entrevus	O	-
dans	O	-
cette	O	-
floraison	O	-
énorme	O	-
des	O	-
bouquets	O	-
rouges	O	-
des	O	-
carottes	O	-
,	O	-
des	O	-
bouquets	O	-
blancs	O	-
des	O	-
navets	O	-
,	O	-
des	O	-
verdures	O	-
débordantes	O	-
des	O	-
pois	O	-
et	O	-
des	O	-
choux	O	-
.	O	-
Et	O	-
,	O	-
sur	O	-

blancs	O	-
des	O	-
navets	O	-
,	O	-
des	O	-
verdures	O	-
débordantes	O	-
des	O	-
pois	O	-
et	O	-
des	O	-
choux	O	-
.	O	-
Et	O	-
,	O	-
sur	O	-
la	O	-
route	O	-
,	O	-
sur	O	-
les	O	-
routes	O	-
voisines	O	-
,	O	-
en	O	-
avant	O	-
et	O	-
en	O	-
arrière	O	-
,	O	-
des	O	-
ronflements	B-EVENT	32

la	O	-
route	O	-
,	O	-
sur	O	-
les	O	-
routes	O	-
voisines	O	-
,	O	-
en	O	-
avant	O	-
et	O	-
en	O	-
arrière	O	-
,	O	-
des	O	-
ronflements	B-EVENT	16
lointains	O	-
de	O	-
charrois	O	-
annonçaient	O	-
des	O	-
convois	B-EVENT	16
pareils	O	-
,	O	-
tout	O	-
un	O	-
arrivage	O	-
traversant	O	-
les	O	-
ténèbres	B-EVENT	16
et	O	-
le	O	-

lointains	O	-
de	O	-
charrois	O	-
annonçaient	O	-
des	O	-
convois	B-EVENT	6
pareils	O	-
,	O	-
tout	O	-
un	O	-
arrivage	O	-
traversant	O	-
les	O	-
ténèbres	B-EVENT	6
et	O	-
le	O	-
gros	O	-
sommeil	B-EVENT	6
de	O	-
deux	O	-
heures	O	-
du	O	-
matin	O	-
,	O	-
berçant	O	-
la	O	-
ville	O	-
noire	O	-
du	O	-
bruit	B-EVENT	6
de	O	-
cette	O	-

gros	O	-
sommeil	B-EVENT	2
de	O	-
deux	O	-
heures	O	-
du	O	-
matin	O	-
,	O	-
berçant	O	-
la	O	-
ville	O	-
noire	O	-
du	O	-
bruit	B-EVENT	2
de	O	-
cette	O	-
nourriture	O	-
qui	O	-
passait	B-EVENT	2
.	O	-
Balthazar	O	-
,	O	-
le	O	-
cheval	O	-
de	O	-
madame	O	-
François	O	-
,	O	-
une	O	-
bête	O	-
trop	O	-
grasse	O	-

nourriture	O	-
qui	O	-
passait	B-EVENT	3
.	O	-
Balthazar	O	-
,	O	-
le	O	-
cheval	O	-
de	O	-
madame	O	-
François	O	-
,	O	-
une	O	-
bête	O	-
trop	O	-
grasse	O	-
,	O	-
tenait	O	-
la	O	-
tête	B-EVENT	3
de	I-EVENT	-
la	I-EVENT	-
file	I-EVENT	-
.	O	-
Il	O	-
marchait	B-EVENT	3
,	O	-
dormant	B-EVENT	3
à	O	-
demi	O	-
,	O	-
dodelinant	B-EVENT	3

,	O	-
tenait	O	-
la	O	-
tête	B-EVENT	4
de	I-EVENT	-
la	I-EVENT	-
file	I-EVENT	-
.	O	-
Il	O	-
marchait	B-EVENT	4
,	O	-
dormant	B-EVENT	4
à	O	-
demi	O	-
,	O	-
dodelinant	B-EVENT	4
des	O	-
oreilles	O	-
,	O	-
lorsque	O	-
,	O	-
à	O	-
la	O	-
hauteur	O	-
de	O	-
la	O	-
rue	O	-
de	O	-
Longchamp	O	-
,	O	-
un	O	-
sursaut	B-EVENT	4

des	O	-
oreilles	O	-
,	O	-
lorsque	O	-
,	O	-
à	O	-
la	O	-
hauteur	O	-
de	O	-
la	O	-
rue	O	-
de	O	-
Longchamp	O	-
,	O	-
un	O	-
sursaut	B-EVENT	16
de	O	-
peur	B-EVENT	16
le	O	-
planta	O	-
net	O	-
sur	O	-
ses	O	-
quatre	O	-
pieds	O	-
.	O	-
Les	O	-
autres	O	-
bêtes	O	-
vinrent	O	-
donner	O	-
de	O	-

de	O	-
peur	B-EVENT	2
le	O	-
planta	O	-
net	O	-
sur	O	-
ses	O	-
quatre	O	-
pieds	O	-
.	O	-
Les	O	-
autres	O	-
bêtes	O	-
vinrent	O	-
donner	O	-
de	O	-
la	O	-
tête	O	-
contre	O	-
le	O	-
cul	O	-
des	O	-
voitures	O	-
,	O	-
et	O	-
la	O	-
file	O	-
s'	B-EVENT	2
arrêta	I-EVENT	-
,	O	-
avec	O	-
la	O	-

la	O	-
tête	O	-
contre	O	-
le	O	-
cul	O	-
des	O	-
voitures	O	-
,	O	-
et	O	-
la	O	-
file	O	-
s'	B-EVENT	12
arrêta	I-EVENT	-
,	O	-
avec	O	-
la	O	-
secousse	B-EVENT	12
des	O	-
ferrailles	O	-
,	O	-
au	O	-
milieu	O	-
des	O	-
jurements	B-EVENT	12
des	O	-
charretiers	O	-
réveillés	B-EVENT	12
.	O	-
Madame	O	-
François	O	-
,	O	-
adossée	O	-

secousse	B-EVENT	1
des	O	-
ferrailles	O	-
,	O	-
au	O	-
milieu	O	-
des	O	-
jurements	B-EVENT	1
des	O	-
charretiers	O	-
réveillés	B-EVENT	1
.	O	-
Madame	O	-
François	O	-
,	O	-
adossée	O	-
à	O	-
une	O	-
planchette	O	-
contre	O	-
ses	O	-
légumes	O	-
,	O	-
regardait	B-EVENT	1
,	O	-
ne	B-EVENT	1
