Audoux	O	-
-	O	-
Douce	O	-
Lumiere	O	-
Audoux	O	-
-	O	-
Douce	O	-
Lumiere	O	-
1	O	-
7	O	-
-	O	-
31	O	-
I	O	-
Depuis	O	-
son	O	-
lever	B-EVENT	16
,	O	-
tout	O	-
comme	O	-
les	O	-
autres	O	-
jours	O	-
,	O	-
elle	O	-
joue	B-EVENT	16
avec	O	-
son	O	-
chien	O	-
.	O	-
Elle	O	-
joue	B-EVENT	16
à	I-EVENT	-

,	O	-
tout	O	-
comme	O	-
les	O	-
autres	O	-
jours	O	-
,	O	-
elle	O	-
joue	B-EVENT	9
avec	O	-
son	O	-
chien	O	-
.	O	-
Elle	O	-
joue	B-EVENT	9
à	I-EVENT	-
courir	I-EVENT	-
dans	O	-
le	O	-
verger	O	-
qui	O	-
entoure	O	-
la	O	-
très	O	-
vieille	O	-
maison	O	-
où	O	-
,	O	-
par	O	-
un	O	-
clair	O	-
matin	O	-

courir	I-EVENT	-
dans	O	-
le	O	-
verger	O	-
qui	O	-
entoure	O	-
la	O	-
très	O	-
vieille	O	-
maison	O	-
où	O	-
,	O	-
par	O	-
un	O	-
clair	O	-
matin	O	-
de	O	-
mai	O	-
,	O	-
sa	O	-
venue	O	-
au	O	-
monde	O	-
apporta	O	-
aux	O	-
siens	O	-
l'	O	-
angoisse	O	-
,	O	-
le	O	-
deuil	O	-
et	O	-

de	O	-
mai	O	-
,	O	-
sa	O	-
venue	O	-
au	O	-
monde	O	-
apporta	O	-
aux	O	-
siens	O	-
l'	O	-
angoisse	O	-
,	O	-
le	O	-
deuil	O	-
et	O	-
un	O	-
désespoir	O	-
sans	O	-
limite	O	-
.	O	-
Aujourd'	O	-
hui	O	-
,	O	-
elle	O	-
a	B-EVENT	26
sept	I-EVENT	-
ans	I-EVENT	-
et	O	-
c'	O	-
est	O	-
encore	O	-

un	O	-
désespoir	O	-
sans	O	-
limite	O	-
.	O	-
Aujourd'	O	-
hui	O	-
,	O	-
elle	O	-
a	B-EVENT	10
sept	I-EVENT	-
ans	I-EVENT	-
et	O	-
c'	O	-
est	O	-
encore	O	-
un	O	-
