Bouvard	B-PER	O	O
et	I-PER	O	O
Pécuchet	E-PER	O	O
,	O	O	O
éd	O	O	O
.	O	O	O

Conard	O	O	O
,	O	O	O
1910	O	O	O
3	O	O	O
1	O	O	O
-	O	O	O
I	O	O	O
Comme	O	O	O
il	O	O	O
faisait	O	O	O
une	O	O	O
chaleur	O	O	O
de	O	O	O
33	O	O	O
degrés	O	O	O
,	O	O	O
le	B-FAC	O	O
boulevard	I-FAC	O	O
Bourdon	E-FAC	O	O
se	O	O	O
trouvait	O	O	O
absolument	O	O	O
désert	O	O	O
.	O	O	O

Plus	O	O	O
bas	O	O	O
,	O	O	O
le	B-FAC	O	O
canal	I-FAC	O	O
Saint	I-FAC	O	O
-	I-FAC	O	O
Martin	E-FAC	O	O
,	O	O	O
fermé	O	O	O
par	O	O	O
les	B-FAC	O	O
deux	I-FAC	O	O
écluses	E-FAC	O	O
,	O	O	O
étalait	O	O	O
en	O	O	O
ligne	O	O	O
droite	O	O	O
son	O	O	O
eau	O	O	O
couleur	O	O	O
d'	O	O	O
encre	O	O	O
.	O	O	O

Il	O	O	O
y	O	O	O
avait	O	O	O
au	O	O	O
milieu	O	O	O
un	B-FAC	O	O
bateau	I-FAC	O	O
plein	I-FAC	O	O
de	I-FAC	O	O
bois	E-FAC	O	O
,	O	O	O
et	O	O	O
sur	O	O	O
la	B-LOC	O	O
berge	E-LOC	O	O
deux	O	O	O
rangs	O	O	O
de	O	O	O
barriques	O	O	O
.	O	O	O

Au	O	O	O
delà	O	O	O
du	B-FAC	O	O
canal	E-FAC	O	O
,	O	O	O
entre	O	O	O
les	B-FAC	O	O
maisons	E-FAC	O	O
que	O	O	O
séparent	O	O	O
des	B-FAC	O	O
chantiers	E-FAC	O	O
,	O	O	O
le	O	O	O
grand	O	O	O
ciel	O	O	O
pur	O	O	O
se	O	O	O
découpait	O	O	O
en	O	O	O
plaques	O	O	O
d'	O	O	O
outremer	O	O	O
,	O	O	O
et	O	O	O
sous	O	O	O
la	O	O	O
réverbération	O	O	O
du	B-LOC	O	O
soleil	E-LOC	O	O
,	O	O	O
les	O	O	O
façades	O	O	O
blanches	O	O	O
,	O	O	O
les	O	O	O
toits	O	O	O
d'	O	O	O
ardoises	O	O	O
,	O	O	O
les	B-FAC	O	O
quais	I-FAC	O	O
de	I-FAC	O	O
granit	E-FAC	O	O
éblouissaient	O	O	O
.	O	O	O

Une	O	O	O
rumeur	O	O	O
confuse	O	O	O
montait	O	O	O
au	O	O	O
loin	O	O	O
dans	O	O	O
l'	O	O	O
atmosphère	O	O	O
tiède	O	O	O
;	O	O	O
et	O	O	O
tout	O	O	O
semblait	O	O	O
engourdi	O	O	O
par	O	O	O
le	O	O	O
désœuvrement	O	O	O
du	O	O	O
dimanche	O	O	O
et	O	O	O
la	O	O	O
tristesse	O	O	O
des	O	O	O
jours	O	O	O
d'	O	O	O
été	O	O	O
.	O	O	O

Deux	B-PER	O	O
hommes	E-PER	O	O
parurent	O	O	O
.	O	O	O

L'	B-PER	O	O
un	E-PER	O	O
venait	O	O	O
de	O	O	O
la	B-LOC	O	O
Bastille	E-LOC	O	O
,	O	O	O
l'	O	O	O
autre	O	O	O
du	B-FAC	O	O
Jardin	I-FAC	O	O
des	I-FAC	O	O
Plantes	E-FAC	O	O
.	O	O	O

Le	O	O	O
plus	O	O	O
grand	O	O	O
,	O	O	O
vêtu	O	O	O
de	O	O	O
toile	O	O	O
,	O	O	O
marchait	O	O	O
le	O	O	O
chapeau	O	O	O
en	O	O	O
arrière	O	O	O
,	O	O	O
le	O	O	O
gilet	O	O	O
déboutonné	O	O	O
et	O	O	O
sa	O	O	O
cravate	O	O	O
à	O	O	O
la	O	O	O
main	O	O	O
.	O	O	O

Le	O	O	O
plus	O	O	O
petit	O	O	O
,	O	O	O
dont	O	O	O
le	O	O	O
corps	O	O	O
disparaissait	O	O	O
dans	O	O	O
une	O	O	O
redingote	O	O	O
marron	O	O	O
,	O	O	O
baissait	O	O	O
la	O	O	O
tête	O	O	O
sous	O	O	O
une	O	O	O
casquette	O	O	O
à	O	O	O
visière	O	O	O
pointue	O	O	O
.	O	O	O

Quand	O	O	O
ils	O	O	O
furent	O	O	O
