Rosalie	B-PER	O	O	1
de	I-PER	O	O	-
Constant	E-PER	O	O	-
,	O	O	O	-
sa	B-PER	B-PER	B-PER	1
famille	O	I-PER	I-PER	-
et	O	O	I-PER	-
ses	B-PER	B-PER	I-PER	1
amis	O	E-PER	E-PER	-
Nous	B-METALEPSE	O	O	10
aurions	O	O	O	-
pu	O	O	O	-
commencer	O	O	O	-
,	O	O	O	-
selon	O	O	O	-
l'	O	O	O	-
usage	O	O	O	-
,	O	O	O	-
cette	O	O	O	-
biographie	O	O	O	-
trois	B-TIME	O	O	21
ou	I-TIME	O	O	-
quatre	I-TIME	O	O	-
cents	I-TIME	O	O	-
ans	I-TIME	O	O	-
avant	O	O	O	-
la	O	O	O	-
naissance	O	O	O	-
de	O	O	O	-
notre	B-METALEPSE	B-PER	O	10
héroïne	O	E-PER	O	-
,	O	O	O	-
parler	O	O	O	-
des	O	B-PER	B-PER	34
chevaliers	O	I-PER	I-PER	-
de	O	I-PER	I-PER	-
St	B-PER	I-PER	I-PER	37
-	I-PER	I-PER	I-PER	-
Jean	I-PER	I-PER	I-PER	-
de	I-PER	I-PER	I-PER	-
Jérusalem	E-PER	E-PER	I-PER	-
,	O	O	I-PER	-
des	O	B-PER	I-PER	43
chefs	O	I-PER	I-PER	-
d'	O	I-PER	I-PER	-
escadre	S-ORG	E-PER	I-PER	46
,	O	O	I-PER	-
des	O	B-PER	I-PER	48
compagnons	O	I-PER	I-PER	-
de	O	I-PER	I-PER	-
Charles	B-PER	I-PER	I-PER	51
Quint	E-PER	E-PER	E-PER	-
,	O	O	O	-
qui	B-PER	O	O	54
furent	O	O	O	-
ses	B-PER	B-PER	O	1
ancêtres	O	I-PER	O	-
paternels	O	E-PER	O	-
.	O	O	O	-
Rosalie	B-PER	O	O	1
elle	B-PER	O	O	1
-	I-PER	O	O	-
même	E-PER	O	O	-
,	O	O	O	-
dans	O	O	O	-
son	B-PER	O	O	1
journal	O	O	O	-
,	O	O	O	-
nous	B-METALEPSE	O	O	10
défile	O	O	O	-
avec	O	O	O	-
un	O	O	O	-
certain	O	O	O	-
orgueil	O	O	O	-
une	O	O	O	-
longue	O	O	O	-
lignée	O	O	O	-
d'	O	O	O	-
aïeux	S-PER	O	O	79
,	O	O	O	-
tous	B-PER	O	O	79
valeureux	O	O	O	-
,	O	O	O	-
preux	O	O	O	-
et	O	O	O	-
héroïques	O	O	O	-
;	O	O	O	-
mais	O	O	O	-
,	O	O	O	-
si	O	O	O	-
vous	B-METALEPSE	O	O	91
le	O	O	O	-
voulez	O	O	O	-
bien	O	O	O	-
,	O	O	O	-
nous	B-METALEPSE	O	O	10
ne	O	O	O	-
