II	O	O	O	-
.	O	O	O	-
L'	O	O	O	-
alba	O	O	O	-
vinceva	O	O	O	-
l'	O	O	O	-
ora	O	O	O	-
mattutina	O	O	O	-
Che	O	O	O	-
fuggia	O	O	O	-
innanzi	O	O	O	-
,	O	O	O	-
si	O	O	O	-
che	O	O	O	-
di	O	O	O	-
lontano	O	O	O	-
Conobbi	O	O	O	-
il	O	O	O	-
tremolar	O	O	O	-
della	O	O	O	-
marina	O	O	O	-
…	O	O	O	-
PURG	O	O	O	-
.	O	O	O	-
I	O	O	O	-
.	O	O	O	-
Les	B-PER	O	O	27
Krafft	I-PER	O	O	-
étaient	O	O	O	-
originaires	O	O	O	-
d'	O	O	O	-
Anvers	S-GPE	O	O	32
.	O	O	O	-
Le	B-PER	O	O	34
vieux	I-PER	O	O	-
Jean	I-PER	O	O	-
-	I-PER	O	O	-
Michel	I-PER	O	O	-
avait	O	O	O	-
quitté	O	O	O	-
le	B-GPE	O	O	32
pays	E-GPE	O	O	-
,	O	O	O	-
à	O	O	O	-
la	O	O	O	-
suite	O	O	O	-
de	O	O	O	-
frasques	O	O	O	-
de	O	O	O	-
jeunesse	O	O	O	-
,	O	O	O	-
d'	O	O	O	-
une	O	O	O	-
rixe	O	O	O	-
violente	O	O	O	-
,	O	O	O	-
comme	O	O	O	-
il	B-PER	O	O	34
en	O	O	O	-
avait	O	O	O	-
souvent	O	O	O	-
,	O	O	O	-
–	O	O	O	-
car	O	O	O	-
il	B-PER	O	O	34
était	O	O	O	-
diablement	O	O	O	-
batailleur	O	O	O	-
,	O	O	O	-
–	O	O	O	-
et	O	O	O	-
qui	B-PER	O	O	34
avait	O	O	O	-
eu	O	O	O	-
cette	O	O	O	-
fois	O	O	O	-
un	O	O	O	-
fâcheux	O	O	O	-
dénouement	O	O	O	-
.	O	O	O	-
Il	B-PER	O	O	34
était	O	O	O	-
venu	O	O	O	-
s'	O	O	O	-
établir	O	O	O	-
,	O	O	O	-
presque	O	O	O	-
un	B-TIME	O	O	88
demi	I-TIME	O	O	-
-	I-TIME	O	O	-
siècle	I-TIME	O	O	-
avant	O	O	O	-
,	O	O	O	-
dans	O	O	O	-
la	B-LOC	O	O	95
petite	I-LOC	O	O	-
ville	I-LOC	O	O	-
princière	E-LOC	O	O	-
,	O	O	O	-
dont	B-LOC	O	O	95
les	O	O	O	-
toits	O	O	O	-
rouges	O	O	O	-
aux	O	O	O	-
faites	O	O	O	-
pointus	O	O	O	-
et	O	O	O	-
les	O	O	B-FAC	108
jardins	O	O	I-FAC	-
ombreux	O	O	I-FAC	-
,	O	O	I-FAC	-
étagés	O	O	I-FAC	-
sur	O	O	I-FAC	-
la	O	B-LOC	I-FAC	114
pente	O	I-LOC	I-FAC	-
d'	O	I-LOC	I-FAC	-
une	B-LOC	I-LOC	I-FAC	117
molle	I-LOC	I-LOC	I-FAC	-
colline	E-LOC	E-LOC	E-FAC	-
,	O	O	O	-
se	O	O	O	-
mirent	O	O	O	-
dans	O	O	O	-
les	O	O	O	-
yeux	O	O	O	-
vert	O	O	O	-
pâle	O	O	O	-
du	B-PER	O	O	34
Vater	I-PER	O	O	-
Rhein	E-PER	O	O	-
.	O	O	O	-
Excellent	O	O	O	-
musicien	O	O	O	-
,	O	O	O	-
il	B-PER	O	O	34
s'	O	O	O	-
était	O	O	O	-
fait	O	O	O	-
promptement	O	O	O	-
apprécier	O	O	O	-
dans	O	O	O	-
un	B-LOC	O	O	95
pays	I-LOC	O	O	-
où	B-LOC	O	O	95
tous	B-PER	O	O	145
sont	O	O	O	-
musiciens	S-PER	O	O	147
.	O	O	O	-
Il	B-PER	O	O	34
y	B-LOC	O	O	95
avait	O	O	O	-
pris	O	O	O	-
racine	O	O	O	-
en	O	O	O	-
épousant	O	O	O	-
,	O	O	O	-
à	O	O	O	-
quarante	O	O	O	-
ans	O	O	O	-
passés	O	O	O	-
,	O	O	O	-
Clara	B-PER	O	O	162
Sartorius	E-PER	O	O	-
,	O	O	O	-
la	O	O	O	-
fille	O	O	O	-
du	O	O	B-PER	167
maître	O	O	I-PER	-
de	O	O	I-PER	-
chapelle	O	B-FAC	I-PER	170
du	B-PER	I-FAC	I-PER	171
prince	E-PER	E-FAC	E-PER	-
,	O	O	O	-
qui	B-PER	O	O	167
lui	B-PER	O	O	34
transmit	O	O	O	-
sa	B-PER	O	O	167
charge	O	O	O	-
.	O	O	O	-
Clara	B-PER	O	O	162
était	O	O	O	-
une	B-PER	O	O	182
Allemande	I-PER	O	O	-
placide	I-PER	O	O	-
qui	B-PER	O	O	162
avait	O	O	O	-
deux	O	O	O	-
passions	O	O	O	-
:	O	O	O	-
la	O	O	O	-
cuisine	O	O	O	-
et	O	O	O	-
la	O	O	O	-
musique	O	O	O	-
.	O	O	O	-
Elle	B-PER	O	O	162
eut	O	O	O	-
pour	O	O	O	-
son	B-PER	B-PER	O	162
mari	O	I-PER	O	-
un	O	O	O	-
culte	O	O	O	-
qu'	O	O	O	-
égalait	O	O	O	-
seul	O	O	O	-
celui	O	O	O	-
qu'	O	O	O	-
elle	B-PER	O	O	162
avait	O	O	O	-
pour	O	O	O	-
son	B-PER	B-PER	O	162
père	O	E-PER	O	-
.	O	O	O	-
Jean	B-PER	O	O	34
-	I-PER	O	O	-
Michel	I-PER	O	O	-
n'	O	O	O	-
admirait	O	O	O	-
pas	O	O	O	-
moins	O	O	O	-
sa	B-PER	B-PER	O	34
femme	O	E-PER	O	-
.	O	O	O	-
Ils	B-PER	O	O	224
avaient	O	O	O	-
vécu	O	O	O	-
en	O	O	O	-
parfait	O	O	O	-
accord	O	O	O	-
,	O	O	O	-
pendant	O	O	O	-
quinze	B-TIME	O	O	232
ans	I-TIME	O	O	-
;	O	O	O	-
et	O	O	O	-
ils	B-PER	O	O	224
avaient	O	O	O	-
eu	O	O	O	-
quatre	B-PER	O	O	239
enfants	E-PER	O	O	-
.	O	O	O	-
Puis	O	O	O	-
Clara	B-PER	O	O	162
était	O	O	O	-
morte	O	O	O	-
;	O	O	O	-
et	O	O	O	-
Jean	B-PER	O	O	34
-	I-PER	O	O	-
Michel	E-PER	O	O	-
,	O	O	O	-
après	O	O	O	-
l'	O	O	O	-
avoir	O	O	O	-
beaucoup	O	O	O	-
pleurée	O	O	O	-

Conobbi	O	O	O	-
il	O	O	O	-
tremolar	O	O	O	-
della	O	O	O	-
marina	O	O	O	-
…	O	O	O	-
PURG	O	O	O	-
.	O	O	O	-
I	O	O	O	-
.	O	O	O	-
Les	B-PER	O	O	11
Krafft	I-PER	O	O	-
étaient	O	O	O	-
originaires	O	O	O	-
d'	O	O	O	-
Anvers	S-GPE	O	O	16
.	O	O	O	-
Le	B-PER	O	O	18
vieux	I-PER	O	O	-
Jean	I-PER	O	O	-
-	I-PER	O	O	-
Michel	I-PER	O	O	-
avait	O	O	O	-
quitté	O	O	O	-
le	B-GPE	O	O	16
pays	E-GPE	O	O	-
,	O	O	O	-
à	O	O	O	-
la	O	O	O	-
suite	O	O	O	-
de	O	O	O	-
frasques	O	O	O	-
de	O	O	O	-
jeunesse	O	O	O	-
,	O	O	O	-
d'	O	O	O	-
une	O	O	O	-
rixe	O	O	O	-
violente	O	O	O	-
,	O	O	O	-
comme	O	O	O	-
il	B-PER	O	O	18
en	O	O	O	-
avait	O	O	O	-
souvent	O	O	O	-
,	O	O	O	-
–	O	O	O	-
car	O	O	O	-
il	B-PER	O	O	18
était	O	O	O	-
diablement	O	O	O	-
batailleur	O	O	O	-
,	O	O	O	-
–	O	O	O	-
et	O	O	O	-
qui	B-PER	O	O	18
avait	O	O	O	-
eu	O	O	O	-
cette	O	O	O	-
fois	O	O	O	-
un	O	O	O	-
fâcheux	O	O	O	-
dénouement	O	O	O	-
.	O	O	O	-
Il	B-PER	O	O	18
était	O	O	O	-
venu	O	O	O	-
s'	O	O	O	-
établir	O	O	O	-
,	O	O	O	-
presque	O	O	O	-
un	B-TIME	O	O	72
demi	I-TIME	O	O	-
-	I-TIME	O	O	-
siècle	I-TIME	O	O	-
avant	O	O	O	-
,	O	O	O	-
dans	O	O	O	-
la	B-LOC	O	O	79
petite	I-LOC	O	O	-
ville	I-LOC	O	O	-
princière	E-LOC	O	O	-
,	O	O	O	-
dont	B-LOC	O	O	79
les	O	O	O	-
toits	O	O	O	-
rouges	O	O	O	-
aux	O	O	O	-
faites	O	O	O	-
pointus	O	O	O	-
et	O	O	O	-
les	O	O	B-FAC	92
jardins	O	O	I-FAC	-
ombreux	O	O	I-FAC	-
,	O	O	I-FAC	-
étagés	O	O	I-FAC	-
sur	O	O	I-FAC	-
la	O	B-LOC	I-FAC	98
pente	O	I-LOC	I-FAC	-
d'	O	I-LOC	I-FAC	-
une	B-LOC	I-LOC	I-FAC	101
molle	I-LOC	I-LOC	I-FAC	-
colline	E-LOC	E-LOC	E-FAC	-
,	O	O	O	-
se	O	O	O	-
mirent	O	O	O	-
dans	O	O	O	-
les	O	O	O	-
yeux	O	O	O	-
vert	O	O	O	-
pâle	O	O	O	-
du	B-PER	O	O	18
Vater	I-PER	O	O	-
Rhein	E-PER	O	O	-
.	O	O	O	-
Excellent	O	O	O	-
musicien	O	O	O	-
,	O	O	O	-
il	B-PER	O	O	18
s'	O	O	O	-
était	O	O	O	-
fait	O	O	O	-
promptement	O	O	O	-
apprécier	O	O	O	-
dans	O	O	O	-
un	B-LOC	O	O	79
pays	I-LOC	O	O	-
où	B-LOC	O	O	79
tous	B-PER	O	O	129
sont	O	O	O	-
musiciens	S-PER	O	O	131
.	O	O	O	-
Il	B-PER	O	O	18
y	B-LOC	O	O	79
avait	O	O	O	-
pris	O	O	O	-
racine	O	O	O	-
en	O	O	O	-
épousant	O	O	O	-
,	O	O	O	-
à	O	O	O	-
quarante	O	O	O	-
ans	O	O	O	-
passés	O	O	O	-
,	O	O	O	-
Clara	B-PER	O	O	146
Sartorius	E-PER	O	O	-
,	O	O	O	-
la	O	O	O	-
fille	O	O	O	-
du	O	O	B-PER	151
maître	O	O	I-PER	-
de	O	O	I-PER	-
chapelle	O	B-FAC	I-PER	154
du	B-PER	I-FAC	I-PER	155
prince	E-PER	E-FAC	E-PER	-
,	O	O	O	-
qui	B-PER	O	O	151
lui	B-PER	O	O	18
transmit	O	O	O	-
sa	B-PER	O	O	151
charge	O	O	O	-
.	O	O	O	-
Clara	B-PER	O	O	146
était	O	O	O	-
une	B-PER	O	O	166
Allemande	I-PER	O	O	-
placide	I-PER	O	O	-
qui	B-PER	O	O	146
avait	O	O	O	-
deux	O	O	O	-
passions	O	O	O	-
:	O	O	O	-
la	O	O	O	-
cuisine	O	O	O	-
et	O	O	O	-
la	O	O	O	-
musique	O	O	O	-
.	O	O	O	-
Elle	B-PER	O	O	146
eut	O	O	O	-
pour	O	O	O	-
son	B-PER	B-PER	O	146
mari	O	I-PER	O	-
un	O	O	O	-
culte	O	O	O	-
qu'	O	O	O	-
égalait	O	O	O	-
seul	O	O	O	-
celui	O	O	O	-
qu'	O	O	O	-
elle	B-PER	O	O	146
avait	O	O	O	-
pour	O	O	O	-
